micnum,ccode1,ccode2,year,dyfatalmin1,dyfatalmax1,dyfatalmin2,dyfatalmax2,dyhiact1,dyhiact2,dyhostlev1,dyhostlev2,numevents,version
257,220,255,1918,312205,372456,256616,295286,22,22,5,5,,mic-tdd-1.01
257,220,300,1914,0,0,10,20,0,16,1,4,,mic-tdd-1.01
257,220,300,1915,497,747,784,809,22,22,5,5,,mic-tdd-1.01
257,220,300,1916,366,366,37,37,22,22,5,5,,mic-tdd-1.01
257,220,300,1917,365,365,0,0,22,22,5,5,,mic-tdd-1.01
257,220,300,1918,381,487,1010,2018,22,22,5,5,,mic-tdd-1.01
257,220,355,1915,1123,1167,1473,1782,22,22,5,5,,mic-tdd-1.01
257,220,355,1916,3294,4026,2196,3294,22,22,5,5,,mic-tdd-1.01
257,220,355,1917,4685,6015,2940,4535,22,22,5,5,,mic-tdd-1.01
257,220,355,1918,3448,4192,2732,3748,22,22,5,5,,mic-tdd-1.01
257,220,640,1915,9719,12064,11287,13711,22,22,5,5,,mic-tdd-1.01
257,220,640,1916,1207,1725,513,589,22,22,5,5,,mic-tdd-1.01
257,220,640,1917,730,1095,0,0,22,22,5,5,,mic-tdd-1.01
257,220,640,1918,595,966,220,350,22,22,5,5,,mic-tdd-1.01
257,235,255,1916,34,34,0,0,0,16,1,4,,mic-tdd-1.01
257,235,255,1917,10,20,24,34,22,22,5,5,,mic-tdd-1.01
257,235,255,1918,7200,8500,9104,10104,22,22,5,5,,mic-tdd-1.01
257,235,300,1918,5,10,10,15,22,22,5,5,,mic-tdd-1.01
257,255,325,1915,138,188,500,1000,22,22,5,5,,mic-tdd-1.01
257,255,325,1916,800,800,0,0,22,22,5,5,,mic-tdd-1.01
257,255,325,1917,3931,5931,4800,6400,22,22,5,5,,mic-tdd-1.01
257,255,325,1918,21580,24230,15251,18460,22,22,5,5,,mic-tdd-1.01
257,255,345,1915,4510,8150,5191,9241,22,22,5,5,,mic-tdd-1.01
257,255,345,1916,3380,6742,26340,28012,22,22,5,5,,mic-tdd-1.01
257,255,345,1917,1620,3258,13353,14181,22,22,5,5,,mic-tdd-1.01
257,255,345,1918,150,200,916,966,22,22,5,5,,mic-tdd-1.01
257,255,350,1917,29,29,0,0,16,0,4,1,,mic-tdd-1.01
257,255,350,1918,150,250,100,150,22,22,5,5,,mic-tdd-1.01
257,255,360,1916,27705,36520,44055,54620,22,22,5,5,,mic-tdd-1.01
257,255,360,1917,6550,7900,3000,3600,22,22,5,5,,mic-tdd-1.01
257,255,365,1914,52195,65000,86600,106650,22,22,5,5,,mic-tdd-1.01
257,255,365,1915,183410,212775,372250,401500,22,22,5,5,,mic-tdd-1.01
257,255,365,1916,39861,51461,117550,145900,22,22,5,5,,mic-tdd-1.01
257,255,365,1917,11052,13252,6600,8800,22,22,5,5,,mic-tdd-1.01
257,255,365,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,255,740,1914,150,160,730,735,22,22,5,5,,mic-tdd-1.01
257,255,740,1915,0,0,0,0,16,0,4,1,,mic-tdd-1.01
257,255,740,1916,0,0,0,0,16,0,4,1,,mic-tdd-1.01
257,255,740,1917,40,80,40,80,22,22,5,5,,mic-tdd-1.01
257,255,740,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,300,325,1915,102598,121623,115300,138400,22,22,5,5,,mic-tdd-1.01
257,300,325,1916,183109,252333,199100,224324,22,22,5,5,,mic-tdd-1.01
257,300,325,1917,153000,170076,186000,204076,22,22,5,5,,mic-tdd-1.01
257,300,325,1918,80035,87050,61800,67200,22,22,5,5,,mic-tdd-1.01
257,300,345,1914,41500,52500,30000,35000,22,22,5,5,,mic-tdd-1.01
257,300,345,1915,14201,22810,20750,28697,22,22,5,5,,mic-tdd-1.01
257,300,345,1916,3380,6742,25242,27280,22,22,5,5,,mic-tdd-1.01
257,300,345,1917,1620,3258,12258,13451,22,22,5,5,,mic-tdd-1.01
257,300,345,1918,0,0,0,272,22,22,5,5,,mic-tdd-1.01
257,300,350,1917,0,0,0,0,16,0,4,1,,mic-tdd-1.01
257,300,350,1918,0,0,0,0,16,0,4,1,,mic-tdd-1.01
257,300,360,1916,3600,6400,26950,33800,22,22,5,5,,mic-tdd-1.01
257,300,360,1917,10050,12400,30100,36000,22,22,5,5,,mic-tdd-1.01
257,300,365,1914,159243,189342,169116,220942,22,22,5,5,,mic-tdd-1.01
257,300,365,1915,171177,197868,334574,368018,22,22,5,5,,mic-tdd-1.01
257,300,365,1916,56450,74030,140010,169740,22,22,5,5,,mic-tdd-1.01
257,300,365,1917,16050,18500,32000,38000,22,22,5,5,,mic-tdd-1.01
257,300,365,1918,2000,3000,5000,10000,22,22,5,5,,mic-tdd-1.01
257,300,740,1914,0,0,0,0,0,16,1,4,,mic-tdd-1.01
257,300,740,1917,55,55,0,0,16,0,4,1,,mic-tdd-1.01
257,325,355,1915,619,872,494,997,22,22,5,5,,mic-tdd-1.01
257,325,355,1916,494,607,366,732,22,22,5,5,,mic-tdd-1.01
257,325,355,1917,490,605,365,730,22,22,5,5,,mic-tdd-1.01
257,325,355,1918,497,616,372,744,22,22,5,5,,mic-tdd-1.01
257,325,640,1915,500,750,50,100,22,22,5,5,,mic-tdd-1.01
257,325,640,1916,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,325,640,1917,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,325,640,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,345,355,1915,4985,8479,4985,6979,22,22,5,5,,mic-tdd-1.01
257,345,355,1916,32430,43262,13197,23295,22,22,5,5,,mic-tdd-1.01
257,345,355,1917,31828,42552,12192,22188,22,22,5,5,,mic-tdd-1.01
257,345,355,1918,31910,42579,12281,22208,22,22,5,5,,mic-tdd-1.01
257,345,640,1915,991,994,400,600,22,22,5,5,,mic-tdd-1.01
257,345,640,1916,1232,1698,500,800,22,22,5,5,,mic-tdd-1.01
257,345,640,1917,730,1095,0,0,22,22,5,5,,mic-tdd-1.01
257,345,640,1918,544,816,0,0,22,22,5,5,,mic-tdd-1.01
257,350,355,1917,1824,2052,228,478,22,22,5,5,,mic-tdd-1.01
257,350,355,1918,3906,4698,1522,2047,22,22,5,5,,mic-tdd-1.01
257,350,640,1917,912,1140,10,50,22,22,5,5,,mic-tdd-1.01
257,350,640,1918,1088,1360,0,0,22,22,5,5,,mic-tdd-1.01
257,355,360,1916,15200,20500,49700,59900,22,22,5,5,,mic-tdd-1.01
257,355,360,1917,2000,3000,25000,30000,22,22,5,5,,mic-tdd-1.01
257,355,365,1915,621,914,414,914,22,22,5,5,,mic-tdd-1.01
257,355,365,1916,2732,4198,2632,3732,22,22,5,5,,mic-tdd-1.01
257,355,365,1917,730,1095,730,730,22,22,5,5,,mic-tdd-1.01
257,355,365,1918,124,186,124,124,22,22,5,5,,mic-tdd-1.01
257,360,640,1916,25700,30800,25700,30800,22,22,5,5,,mic-tdd-1.01
257,360,640,1917,25000,30000,25000,30000,22,22,5,5,,mic-tdd-1.01
257,365,640,1914,103224,114861,150947,173755,22,22,5,5,,mic-tdd-1.01
257,365,640,1915,105566,117931,132138,151460,22,22,5,5,,mic-tdd-1.01
257,365,640,1916,115680,132456,120420,137550,22,22,5,5,,mic-tdd-1.01
257,365,640,1917,100000,110365,100000,110000,22,22,5,5,,mic-tdd-1.01
257,365,640,1918,30000,40062,30000,40000,22,22,5,5,,mic-tdd-1.01
257,255,2,1917,86,86,0,0,16,0,4,1,,mic-tdd-1.01
257,255,2,1918,63489,80279,58310,69650,22,22,5,5,,mic-tdd-1.01
257,300,2,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,255,200,1914,55544,74517,126947,164253,22,22,5,5,,mic-tdd-1.01
257,255,200,1915,70194,94754,173408,216872,22,22,5,5,,mic-tdd-1.01
257,255,200,1916,125748,141423,197397,228196,22,22,5,5,,mic-tdd-1.01
257,255,200,1917,115593,141643,199639,238743,22,22,5,5,,mic-tdd-1.01
257,255,200,1918,269959,314542,312418,374952,22,22,5,5,,mic-tdd-1.01
257,300,200,1915,151,210,500,750,22,22,5,5,,mic-tdd-1.01
257,300,200,1916,50,100,1,20,22,22,5,5,,mic-tdd-1.01
257,300,200,1917,40,105,20,65,22,22,5,5,,mic-tdd-1.01
257,300,200,1918,4376,5656,710,1050,22,22,5,5,,mic-tdd-1.01
257,355,200,1915,500,700,1081,1098,22,22,5,5,,mic-tdd-1.01
257,355,200,1916,0,0,1098,1464,22,22,5,5,,mic-tdd-1.01
257,355,200,1917,150,200,1295,1760,22,22,5,5,,mic-tdd-1.01
257,355,200,1918,1000,1400,2216,2888,22,22,5,5,,mic-tdd-1.01
257,640,200,1914,400,700,125,225,22,22,5,5,,mic-tdd-1.01
257,640,200,1915,54452,66977,58200,70038,22,22,5,5,,mic-tdd-1.01
257,640,200,1916,14473,18379,8730,11377,22,22,5,5,,mic-tdd-1.01
257,640,200,1917,5925,10210,5517,8837,22,22,5,5,,mic-tdd-1.01
257,640,200,1918,5585,9439,3321,4935,22,22,5,5,,mic-tdd-1.01
257,255,211,1914,21415,29560,20351,27785,22,22,5,5,,mic-tdd-1.01
257,255,211,1915,4000,5000,4000,5000,22,22,5,5,,mic-tdd-1.01
257,255,211,1916,4020,5100,4100,5200,22,22,5,5,,mic-tdd-1.01
257,255,211,1917,3110,3270,3110,3270,22,22,5,5,,mic-tdd-1.01
257,255,211,1918,20800,25550,17550,22500,22,22,5,5,,mic-tdd-1.01
257,300,211,1918,15,15,0,0,22,22,5,5,,mic-tdd-1.01
257,255,220,1914,220331,269623,307649,379191,22,22,5,5,,mic-tdd-1.01
257,255,220,1915,89182,130144,172256,210625,22,22,5,5,,mic-tdd-1.01
257,255,220,1916,220112,240612,311787,347758,22,22,5,5,,mic-tdd-1.01
257,255,220,1917,52382,65432,136875,164035,22,22,5,5,,mic-tdd-1.01
257,255,220,1918,256616,295286,312205,372456,22,22,5,5,,mic-tdd-1.01
257,300,220,1914,10,20,0,0,16,0,4,1,,mic-tdd-1.01
257,300,220,1915,784,809,497,747,22,22,5,5,,mic-tdd-1.01
257,300,220,1916,37,37,366,366,22,22,5,5,,mic-tdd-1.01
257,300,220,1917,0,0,365,365,22,22,5,5,,mic-tdd-1.01
257,300,220,1918,1010,2018,381,487,22,22,5,5,,mic-tdd-1.01
257,355,220,1915,1473,1782,1123,1167,22,22,5,5,,mic-tdd-1.01
257,355,220,1916,2196,3294,3294,4026,22,22,5,5,,mic-tdd-1.01
257,355,220,1917,2940,4535,4685,6015,22,22,5,5,,mic-tdd-1.01
257,355,220,1918,2732,3748,3448,4192,22,22,5,5,,mic-tdd-1.01
257,640,220,1915,11287,13711,9719,12064,22,22,5,5,,mic-tdd-1.01
257,640,220,1916,513,589,1207,1725,22,22,5,5,,mic-tdd-1.01
257,640,220,1917,0,0,730,1095,22,22,5,5,,mic-tdd-1.01
257,640,220,1918,220,350,595,966,22,22,5,5,,mic-tdd-1.01
257,255,235,1916,0,0,34,34,16,0,4,1,,mic-tdd-1.01
257,255,235,1917,24,34,10,20,22,22,5,5,,mic-tdd-1.01
257,255,235,1918,9104,10104,7200,8500,22,22,5,5,,mic-tdd-1.01
257,300,235,1918,10,15,5,10,22,22,5,5,,mic-tdd-1.01
257,325,255,1915,500,1000,138,188,22,22,5,5,,mic-tdd-1.01
257,325,255,1916,0,0,800,800,22,22,5,5,,mic-tdd-1.01
257,325,255,1917,4800,6400,3931,5931,22,22,5,5,,mic-tdd-1.01
257,325,255,1918,15251,18460,21580,24230,22,22,5,5,,mic-tdd-1.01
257,345,255,1915,5191,9241,4510,8150,22,22,5,5,,mic-tdd-1.01
257,345,255,1916,26340,28012,3380,6742,22,22,5,5,,mic-tdd-1.01
257,345,255,1917,13353,14181,1620,3258,22,22,5,5,,mic-tdd-1.01
257,345,255,1918,916,966,150,200,22,22,5,5,,mic-tdd-1.01
257,350,255,1917,0,0,29,29,0,16,1,4,,mic-tdd-1.01
257,350,255,1918,100,150,150,250,22,22,5,5,,mic-tdd-1.01
257,360,255,1916,44055,54620,27705,36520,22,22,5,5,,mic-tdd-1.01
257,360,255,1917,3000,3600,6550,7900,22,22,5,5,,mic-tdd-1.01
257,365,255,1914,86600,106650,52195,65000,22,22,5,5,,mic-tdd-1.01
257,365,255,1915,372250,401500,183410,212775,22,22,5,5,,mic-tdd-1.01
257,365,255,1916,117550,145900,39861,51461,22,22,5,5,,mic-tdd-1.01
257,365,255,1917,6600,8800,11052,13252,22,22,5,5,,mic-tdd-1.01
257,365,255,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,740,255,1914,730,735,150,160,22,22,5,5,,mic-tdd-1.01
257,740,255,1915,0,0,0,0,0,16,1,4,,mic-tdd-1.01
257,740,255,1916,0,0,0,0,0,16,1,4,,mic-tdd-1.01
257,740,255,1917,40,80,40,80,22,22,5,5,,mic-tdd-1.01
257,740,255,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,325,300,1915,115300,138400,102598,121623,22,22,5,5,,mic-tdd-1.01
257,325,300,1916,199100,224324,183109,252333,22,22,5,5,,mic-tdd-1.01
257,325,300,1917,186000,204076,153000,170076,22,22,5,5,,mic-tdd-1.01
257,325,300,1918,61800,67200,80035,87050,22,22,5,5,,mic-tdd-1.01
257,345,300,1914,30000,35000,41500,52500,22,22,5,5,,mic-tdd-1.01
257,345,300,1915,20750,28697,14201,22810,22,22,5,5,,mic-tdd-1.01
257,345,300,1916,25242,27280,3380,6742,22,22,5,5,,mic-tdd-1.01
257,345,300,1917,12258,13451,1620,3258,22,22,5,5,,mic-tdd-1.01
257,345,300,1918,0,272,0,0,22,22,5,5,,mic-tdd-1.01
257,350,300,1917,0,0,0,0,0,16,1,4,,mic-tdd-1.01
257,350,300,1918,0,0,0,0,0,16,1,4,,mic-tdd-1.01
257,360,300,1916,26950,33800,3600,6400,22,22,5,5,,mic-tdd-1.01
257,360,300,1917,30100,36000,10050,12400,22,22,5,5,,mic-tdd-1.01
257,365,300,1914,169116,220942,159243,189342,22,22,5,5,,mic-tdd-1.01
257,365,300,1915,334574,368018,171177,197868,22,22,5,5,,mic-tdd-1.01
257,365,300,1916,140010,169740,56450,74030,22,22,5,5,,mic-tdd-1.01
257,365,300,1917,32000,38000,16050,18500,22,22,5,5,,mic-tdd-1.01
257,365,300,1918,5000,10000,2000,3000,22,22,5,5,,mic-tdd-1.01
257,740,300,1914,0,0,0,0,16,0,4,1,,mic-tdd-1.01
257,740,300,1917,0,0,55,55,0,16,1,4,,mic-tdd-1.01
257,355,325,1915,494,997,619,872,22,22,5,5,,mic-tdd-1.01
257,355,325,1916,366,732,494,607,22,22,5,5,,mic-tdd-1.01
257,355,325,1917,365,730,490,605,22,22,5,5,,mic-tdd-1.01
257,355,325,1918,372,744,497,616,22,22,5,5,,mic-tdd-1.01
257,640,325,1915,50,100,500,750,22,22,5,5,,mic-tdd-1.01
257,640,325,1916,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,640,325,1917,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,640,325,1918,0,0,0,0,22,22,5,5,,mic-tdd-1.01
257,355,345,1915,4985,6979,4985,8479,22,22,5,5,,mic-tdd-1.01
257,355,345,1916,13197,23295,32430,43262,22,22,5,5,,mic-tdd-1.01
257,355,345,1917,12192,22188,31828,42552,22,22,5,5,,mic-tdd-1.01
257,355,345,1918,12281,22208,31910,42579,22,22,5,5,,mic-tdd-1.01
257,640,345,1915,400,600,991,994,22,22,5,5,,mic-tdd-1.01
257,640,345,1916,500,800,1232,1698,22,22,5,5,,mic-tdd-1.01
257,640,345,1917,0,0,730,1095,22,22,5,5,,mic-tdd-1.01
257,640,345,1918,0,0,544,816,22,22,5,5,,mic-tdd-1.01
257,355,350,1917,228,478,1824,2052,22,22,5,5,,mic-tdd-1.01
257,355,350,1918,1522,2047,3906,4698,22,22,5,5,,mic-tdd-1.01
257,640,350,1917,10,50,912,1140,22,22,5,5,,mic-tdd-1.01
257,640,350,1918,0,0,1088,1360,22,22,5,5,,mic-tdd-1.01
257,360,355,1916,49700,59900,15200,20500,22,22,5,5,,mic-tdd-1.01
257,360,355,1917,25000,30000,2000,3000,22,22,5,5,,mic-tdd-1.01
257,365,355,1915,414,914,621,914,22,22,5,5,,mic-tdd-1.01
257,365,355,1916,2632,3732,2732,4198,22,22,5,5,,mic-tdd-1.01
257,365,355,1917,730,730,730,1095,22,22,5,5,,mic-tdd-1.01
257,365,355,1918,124,124,124,186,22,22,5,5,,mic-tdd-1.01
257,640,360,1916,25700,30800,25700,30800,22,22,5,5,,mic-tdd-1.01
257,640,360,1917,25000,30000,25000,30000,22,22,5,5,,mic-tdd-1.01
257,640,365,1914,150947,173755,103224,114861,22,22,5,5,,mic-tdd-1.01
257,640,365,1915,132138,151460,105566,117931,22,22,5,5,,mic-tdd-1.01
257,640,365,1916,120420,137550,115680,132456,22,22,5,5,,mic-tdd-1.01
257,640,365,1917,100000,110000,100000,110365,22,22,5,5,,mic-tdd-1.01
257,640,365,1918,30000,40000,30000,40062,22,22,5,5,,mic-tdd-1.01
258,2,230,1942,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
258,2,255,1941,111,111,0,0,15,16,4,4,8,mic-tdd-1.01
258,2,255,1942,912,1313,1417,1693,22,22,5,5,9,mic-tdd-1.01
258,2,255,1943,13192,18150,13392,18918,22,22,5,5,38,mic-tdd-1.01
258,2,255,1944,120552,142313,120603,152780,22,22,5,5,53,mic-tdd-1.01
258,2,255,1945,54895,63408,77099,96928,22,22,5,5,9,mic-tdd-1.01
258,2,325,1942,344,685,503,722,22,22,5,5,5,mic-tdd-1.01
258,2,325,1943,1676,2515,5065,5864,22,22,5,5,3,mic-tdd-1.01
258,2,355,1942,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
258,2,355,1943,100,225,56,61,22,22,5,5,10,mic-tdd-1.01
258,2,355,1944,5,8,1,1,16,0,4,1,3,mic-tdd-1.01
258,2,360,1942,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
258,2,360,1943,100,225,4,4,22,22,5,5,2,mic-tdd-1.01
258,2,740,1940,0,0,0,0,7,4,3,2,4,mic-tdd-1.01
258,2,740,1941,6395,6921,1068,1153,22,22,5,5,5,mic-tdd-1.01
258,2,740,1942,47829,52336,41327,45981,22,22,5,5,76,mic-tdd-1.01
258,2,740,1943,9586,10992,37030,41402,22,22,5,5,60,mic-tdd-1.01
258,2,740,1944,37426,42831,345379,370037,22,22,5,5,87,mic-tdd-1.01
258,2,740,1945,46079,51367,634995,672109,22,22,5,5,58,mic-tdd-1.01
258,20,255,1939,50,55,5,20,22,22,5,5,1,mic-tdd-1.01
258,20,255,1940,800,850,200,400,22,22,5,5,1,mic-tdd-1.01
258,20,255,1941,2018,2218,400,800,22,22,5,5,2,mic-tdd-1.01
258,20,255,1942,6032,6302,5200,5500,22,22,5,5,3,mic-tdd-1.01
258,20,255,1943,2801,3480,2429,3363,22,22,5,5,5,mic-tdd-1.01
258,20,255,1944,18608,23367,24149,30553,22,22,5,5,10,mic-tdd-1.01
258,20,255,1945,8098,10340,13372,17014,22,22,5,5,5,mic-tdd-1.01
258,20,325,1943,0,0,40,45,16,0,4,1,1,mic-tdd-1.01
258,20,740,1941,260,320,450,700,22,22,5,5,1,mic-tdd-1.01
258,20,740,1942,50,100,100,200,22,22,5,5,0,mic-tdd-1.01
258,20,740,1943,0,0,5,25,22,22,5,5,1,mic-tdd-1.01
258,20,740,1945,5,25,100,200,22,22,5,5,1,mic-tdd-1.01
258,70,740,1945,3,3,250,500,22,22,5,5,1,mic-tdd-1.01
258,140,255,1942,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
258,140,255,1943,172,183,292,403,22,22,5,5,8,mic-tdd-1.01
258,140,255,1944,934,1211,1251,1518,22,22,5,5,2,mic-tdd-1.01
258,140,255,1945,254,396,386,538,22,22,5,5,1,mic-tdd-1.01
258,140,325,1942,0,0,0,0,10,0,3,1,1,mic-tdd-1.01
258,200,220,1940,4,12,1435,1470,22,22,5,5,4,mic-tdd-1.01
258,200,220,1941,930,1390,1005,1490,22,22,5,5,15,mic-tdd-1.01
258,200,220,1942,100,110,190,210,22,22,5,5,4,mic-tdd-1.01
258,200,230,1942,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
258,200,255,1939,1737,1757,20,30,22,22,5,5,10,mic-tdd-1.01
258,200,255,1940,74689,93008,50912,67308,22,22,5,5,155,mic-tdd-1.01
258,200,255,1941,29800,36401,21786,28540,22,22,5,5,112,mic-tdd-1.01
258,200,255,1942,33922,42313,25369,32334,22,22,5,5,144,mic-tdd-1.01
258,200,255,1943,32328,41563,40507,51294,22,22,5,5,75,mic-tdd-1.01
258,200,255,1944,53011,72914,61671,85197,22,22,5,5,78,mic-tdd-1.01
258,200,255,1945,22148,32787,35803,48103,22,22,5,5,22,mic-tdd-1.01
258,200,325,1940,459,658,3520,3965,22,22,5,5,15,mic-tdd-1.01
258,200,325,1941,4433,5449,15350,18275,22,22,5,5,30,mic-tdd-1.01
258,200,325,1942,4873,7234,3648,4607,22,22,5,5,37,mic-tdd-1.01
258,200,325,1943,3134,4316,3118,3919,22,22,5,5,19,mic-tdd-1.01
258,200,355,1941,0,0,10,30,16,0,4,1,6,mic-tdd-1.01
258,200,355,1943,4,20,2,2,16,12,4,3,9,mic-tdd-1.01
258,200,355,1944,30,80,0,0,16,0,4,1,5,mic-tdd-1.01
258,200,740,1941,4743,5290,3235,3689,22,22,5,5,12,mic-tdd-1.01
258,200,740,1942,13412,14759,15459,16950,22,22,5,5,39,mic-tdd-1.01
258,200,740,1943,979,1099,607,922,22,22,5,5,3,mic-tdd-1.01
258,200,740,1944,8180,10511,22998,31325,22,22,5,5,9,mic-tdd-1.01
258,200,740,1945,4494,5017,14714,16331,22,22,5,5,5,mic-tdd-1.01
258,200,800,1941,1,10,1,10,22,22,5,5,,mic-tdd-1.01
258,200,800,1942,125,160,125,160,22,22,5,5,,mic-tdd-1.01
258,200,800,1943,0,0,20,50,22,22,5,5,,mic-tdd-1.01
258,200,800,1944,0,0,20,50,22,22,5,5,,mic-tdd-1.01
258,200,800,1945,0,0,10,50,22,22,5,5,,mic-tdd-1.01
258,210,255,1939,0,0,1,1,17,17,4,4,16,mic-tdd-1.01
258,210,255,1940,2047,2195,100,200,22,22,5,5,32,mic-tdd-1.01
258,211,255,1939,0,0,0,0,15,7,4,3,14,mic-tdd-1.01
258,211,255,1940,6052,6152,500,1000,22,22,5,5,32,mic-tdd-1.01
258,212,255,1940,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
258,220,255,1939,780,1460,680,1260,22,22,5,5,7,mic-tdd-1.01
258,220,255,1940,88022,99152,9120,13040,22,22,5,5,17,mic-tdd-1.01
258,220,255,1944,2610,3406,1920,2656,22,22,5,5,1,mic-tdd-1.01
258,220,255,1945,4192,5599,16331,21699,22,22,5,5,2,mic-tdd-1.01
258,220,900,1941,900,1400,900,1400,22,22,5,5,4,mic-tdd-1.01
258,230,365,1941,273,536,632,940,22,22,5,5,0,mic-tdd-1.01
258,230,365,1942,1566,1862,3062,3358,22,22,5,5,0,mic-tdd-1.01
258,230,365,1943,2190,2555,4015,4380,22,22,5,5,0,mic-tdd-1.01
258,230,365,1944,486,567,891,972,22,22,5,5,0,mic-tdd-1.01
258,255,290,1939,17014,17514,40052,45082,22,22,5,5,21,mic-tdd-1.01
258,255,325,1943,20797,26233,22018,27712,22,22,5,5,7,mic-tdd-1.01
258,255,325,1944,35834,46112,36112,46668,22,22,5,5,1,mic-tdd-1.01
258,255,325,1945,10450,15650,6453,11753,22,22,5,5,3,mic-tdd-1.01
258,255,345,1941,158,168,1000,1500,22,22,5,5,2,mic-tdd-1.01
258,255,350,1941,3000,4000,6129,8169,22,22,5,5,6,mic-tdd-1.01
258,255,355,1944,2500,3000,3000,3400,22,22,5,5,1,mic-tdd-1.01
258,255,355,1945,2050,3250,3100,3800,22,22,5,5,2,mic-tdd-1.01
258,255,360,1944,41560,50120,42620,51680,22,22,5,5,3,mic-tdd-1.01
258,255,360,1945,440,880,880,1320,22,22,5,5,0,mic-tdd-1.01
258,255,365,1940,0,0,0,0,7,10,3,3,5,mic-tdd-1.01
258,255,365,1941,257335,318934,831937,987678,22,22,5,5,28,mic-tdd-1.01
258,255,365,1942,545336,614698,1571599,1719531,22,22,5,5,14,mic-tdd-1.01
258,255,365,1943,454597,526881,1501777,1651318,22,22,5,5,33,mic-tdd-1.01
258,255,365,1944,561061,679323,1157836,1298407,22,22,5,5,39,mic-tdd-1.01
258,255,365,1945,382140,458400,553295,638045,22,22,5,5,12,mic-tdd-1.01
258,255,375,1944,432,515,399,449,22,22,5,5,0,mic-tdd-1.01
258,255,375,1945,468,585,351,351,22,22,5,5,0,mic-tdd-1.01
258,255,385,1940,410,525,1244,1414,22,22,5,5,7,mic-tdd-1.01
258,255,560,1939,10,15,11,11,22,22,5,5,1,mic-tdd-1.01
258,255,560,1940,170,250,301,350,22,22,5,5,2,mic-tdd-1.01
258,255,560,1941,600,900,1200,1800,22,22,5,5,1,mic-tdd-1.01
258,255,560,1942,1200,1600,2615,3070,22,22,5,5,4,mic-tdd-1.01
258,255,560,1943,364,630,605,1027,22,22,5,5,1,mic-tdd-1.01
258,255,560,1944,3056,3495,2995,3623,22,22,5,5,1,mic-tdd-1.01
258,255,560,1945,1500,2000,1150,1300,22,22,5,5,2,mic-tdd-1.01
258,255,900,1939,5,20,25,50,22,22,5,5,1,mic-tdd-1.01
258,255,900,1940,60,120,200,225,22,22,5,5,2,mic-tdd-1.01
258,255,900,1941,1060,1640,2410,2940,22,22,5,5,9,mic-tdd-1.01
258,255,900,1942,2050,3100,2250,3300,22,22,5,5,3,mic-tdd-1.01
258,255,900,1943,2380,3243,2713,3787,22,22,5,5,1,mic-tdd-1.01
258,255,900,1944,4390,5557,4182,4863,22,22,5,5,1,mic-tdd-1.01
258,255,900,1945,3000,3750,2500,2625,22,22,5,5,1,mic-tdd-1.01
258,255,920,1939,6,20,6,20,22,22,5,5,2,mic-tdd-1.01
258,255,920,1940,50,100,150,175,22,22,5,5,1,mic-tdd-1.01
258,255,920,1941,1200,1825,1475,2225,22,22,5,5,4,mic-tdd-1.01
258,255,920,1942,450,810,640,1010,22,22,5,5,6,mic-tdd-1.01
258,255,920,1943,1395,2320,1221,2160,22,22,5,5,3,mic-tdd-1.01
258,255,920,1944,2500,3400,1600,2300,22,22,5,5,3,mic-tdd-1.01
258,255,920,1945,1200,1650,500,1100,22,22,5,5,2,mic-tdd-1.01
258,290,365,1939,3000,7000,1400,1500,22,22,5,5,1,mic-tdd-1.01
258,310,345,1941,110,130,1000,1500,22,22,5,5,1,mic-tdd-1.01
258,310,355,1945,1050,1600,2050,2600,22,22,5,5,2,mic-tdd-1.01
258,310,360,1944,6560,11620,7620,12680,22,22,5,5,3,mic-tdd-1.01
258,310,360,1945,440,880,880,1320,22,22,5,5,0,mic-tdd-1.01
258,310,365,1941,500,1000,1000,2000,22,22,5,5,1,mic-tdd-1.01
258,310,365,1942,22753,27928,87203,101284,22,22,5,5,4,mic-tdd-1.01
258,310,365,1943,10747,17072,22797,29716,22,22,5,5,2,mic-tdd-1.01
258,310,365,1944,26960,39580,30940,42920,22,22,5,5,5,mic-tdd-1.01
258,310,365,1945,37340,42170,51060,56580,22,22,5,5,3,mic-tdd-1.01
258,325,345,1941,600,800,1000,1500,22,22,5,5,1,mic-tdd-1.01
258,325,350,1940,13500,14000,13030,13540,22,22,5,5,2,mic-tdd-1.01
258,325,350,1941,10000,12000,5001,7010,22,22,5,5,2,mic-tdd-1.01
258,325,365,1941,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
