micnum,ccode1,ccode2,year,dyfatalmin1,dyfatalmax1,dyfatalmin2,dyfatalmax2,dyhiact1,dyhiact2,dyhostlev1,dyhostlev2,numevents,version
4405,531,530,2010,1,25,10,10,17,17,4,4,1,mic-tdd-1.01
4406,500,517,2010,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4406,517,500,2010,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4408,500,501,2010,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
4408,501,500,2010,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
4409,373,630,2002,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4409,630,373,2002,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4414,371,373,2002,1,1,1,1,17,17,4,4,3,mic-tdd-1.01
4414,371,373,2003,1,1,7,7,17,17,4,4,9,mic-tdd-1.01
4414,371,373,2004,2,2,5,18,17,17,4,4,14,mic-tdd-1.01
4414,371,373,2005,6,15,7,7,17,17,4,4,15,mic-tdd-1.01
4414,371,373,2006,3,3,9,9,17,17,4,4,19,mic-tdd-1.01
4414,371,373,2007,6,6,5,5,17,17,4,4,8,mic-tdd-1.01
4414,371,373,2008,4,28,3,27,17,17,4,4,8,mic-tdd-1.01
4414,371,373,2009,6,6,5,5,17,17,4,4,12,mic-tdd-1.01
4414,371,373,2010,6,30,13,37,17,17,4,4,11,mic-tdd-1.01
4414,371,373,2011,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,371,373,2012,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,371,373,2013,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,371,373,2014,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,373,371,2002,1,1,1,1,17,17,4,4,3,mic-tdd-1.01
4414,373,371,2003,7,7,1,1,17,17,4,4,9,mic-tdd-1.01
4414,373,371,2004,5,18,2,2,17,17,4,4,14,mic-tdd-1.01
4414,373,371,2005,7,7,6,15,17,17,4,4,15,mic-tdd-1.01
4414,373,371,2006,9,9,3,3,17,17,4,4,19,mic-tdd-1.01
4414,373,371,2007,5,5,6,6,17,17,4,4,8,mic-tdd-1.01
4414,373,371,2008,3,27,4,28,17,17,4,4,8,mic-tdd-1.01
4414,373,371,2009,5,5,6,6,17,17,4,4,12,mic-tdd-1.01
4414,373,371,2010,13,37,6,30,17,17,4,4,11,mic-tdd-1.01
4414,373,371,2011,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,373,371,2012,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,373,371,2013,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4414,373,371,2014,0,0,0,0,17,17,4,4,1,mic-tdd-1.01
4417,365,390,2003,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4417,390,365,2003,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4418,373,630,2003,0,0,0,0,8,7,3,3,2,mic-tdd-1.01
4418,630,373,2003,0,0,0,0,7,8,3,3,2,mic-tdd-1.01
4419,359,369,2003,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4419,369,359,2003,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4423,350,640,2004,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4423,350,640,2005,0,0,0,0,7,7,3,3,5,mic-tdd-1.01
4423,640,350,2004,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4423,640,350,2005,0,0,0,0,7,7,3,3,5,mic-tdd-1.01
4425,365,369,2005,0,0,0,0,12,7,3,3,2,mic-tdd-1.01
4425,369,365,2005,0,0,0,0,7,12,3,3,2,mic-tdd-1.01
4426,702,703,2005,0,0,0,0,8,16,3,4,2,mic-tdd-1.01
4426,703,702,2005,0,0,0,0,16,8,4,3,2,mic-tdd-1.01
4427,702,704,2005,0,0,0,0,11,0,3,1,2,mic-tdd-1.01
4427,704,702,2005,0,0,0,0,0,11,1,3,2,mic-tdd-1.01
4428,703,704,2005,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4428,704,703,2005,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4430,703,704,2005,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4430,704,703,2005,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4431,350,640,2006,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4431,640,350,2006,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4432,703,704,2006,0,0,0,0,16,0,4,1,2,mic-tdd-1.01
4432,704,703,2006,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
4433,702,704,2006,0,0,1,1,16,12,4,3,4,mic-tdd-1.01
4433,704,702,2006,1,1,0,0,12,16,3,4,4,mic-tdd-1.01
4434,371,640,2006,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4434,640,371,2006,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4435,350,640,2007,0,0,0,0,7,7,3,3,9,mic-tdd-1.01
4435,640,350,2007,0,0,0,0,7,7,3,3,9,mic-tdd-1.01
4437,365,375,2007,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4437,365,375,2008,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4437,375,365,2007,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4437,375,365,2008,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4438,365,369,2008,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4438,369,365,2008,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4440,365,385,2008,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4440,385,365,2008,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4441,359,369,2009,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4441,369,359,2009,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4442,703,704,2010,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4442,704,703,2010,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4443,350,640,2010,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4443,640,350,2010,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4444,710,713,2002,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4444,713,710,2002,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4445,710,740,2002,0,0,0,0,12,0,3,1,1,mic-tdd-1.01
4445,740,710,2002,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
4446,710,816,2002,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4446,816,710,2002,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4447,710,732,2002,0,0,0,0,12,0,3,1,1,mic-tdd-1.01
4447,732,710,2002,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
4449,731,740,2002,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4449,740,731,2002,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4450,2,710,2002,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4450,710,2,2002,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4455,2,731,2003,0,0,0,0,8,7,3,3,6,mic-tdd-1.01
4455,731,732,2003,0,0,0,0,12,0,3,1,2,mic-tdd-1.01
4455,731,2,2003,0,0,0,0,7,8,3,3,6,mic-tdd-1.01
4455,732,731,2003,0,0,0,0,0,12,1,3,2,mic-tdd-1.01
4456,731,740,2003,0,0,0,0,0,15,1,4,1,mic-tdd-1.01
4456,740,731,2003,0,0,0,0,15,0,4,1,1,mic-tdd-1.01
4458,710,750,2003,0,0,0,0,12,0,3,1,1,mic-tdd-1.01
4458,750,710,2003,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
4460,2,850,2003,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4460,850,2,2003,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4461,713,840,2003,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4461,840,713,2003,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4462,710,713,2003,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4462,710,713,2004,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4462,713,710,2003,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4462,713,710,2004,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4463,710,731,2003,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4463,731,710,2003,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4465,2,731,2004,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4465,731,2,2004,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4466,710,731,2004,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4466,731,710,2004,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4467,710,740,2004,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
4467,740,710,2004,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
4468,732,740,2005,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4468,740,732,2005,0,0,0,0,7,7,3,3,6,mic-tdd-1.01
4469,710,713,2005,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
4469,713,710,2005,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
4470,713,740,2005,0,0,0,0,7,0,3,1,3,mic-tdd-1.01
4470,740,713,2005,0,0,0,0,0,7,1,3,3,mic-tdd-1.01
4472,710,740,2005,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4472,740,710,2005,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4473,731,732,2005,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4473,732,731,2005,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4474,710,760,2005,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
4474,710,760,2006,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
4474,760,710,2005,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
4474,760,710,2006,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
4475,365,740,2006,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4475,740,365,2006,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4476,732,740,2006,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4476,740,732,2006,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4477,365,740,2006,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4477,740,365,2006,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4478,710,713,2007,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4478,710,740,2007,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4478,713,710,2007,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4478,740,710,2007,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4479,731,732,2007,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
4479,732,731,2007,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
4480,365,740,2008,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4480,740,365,2008,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4481,731,732,2008,0,0,0,0,7,0,3,1,4,mic-tdd-1.01
4481,732,731,2008,0,0,0,0,0,7,1,3,4,mic-tdd-1.01
4482,713,740,2008,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4482,740,713,2008,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4483,2,731,2010,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4483,731,732,2009,0,0,0,0,17,17,4,4,12,mic-tdd-1.01
4483,731,732,2010,0,0,48,48,17,17,4,4,26,mic-tdd-1.01
4483,731,732,2011,0,0,0,0,11,11,3,3,19,mic-tdd-1.01
4483,731,732,2012,0,0,0,0,11,8,3,3,5,mic-tdd-1.01
4483,731,732,2013,0,0,0,0,11,11,3,3,5,mic-tdd-1.01
4483,731,2,2010,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4483,732,731,2009,0,0,0,0,17,17,4,4,12,mic-tdd-1.01
4483,732,731,2010,48,48,0,0,17,17,4,4,26,mic-tdd-1.01
4483,732,731,2011,0,0,0,0,11,11,3,3,19,mic-tdd-1.01
4483,732,731,2012,0,0,0,0,8,11,3,3,5,mic-tdd-1.01
4483,732,731,2013,0,0,0,0,11,11,3,3,5,mic-tdd-1.01
4486,2,710,2009,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
4486,710,2,2009,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
4487,710,750,2009,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
4487,750,710,2009,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
4488,710,816,2010,0,0,0,0,15,0,4,1,3,mic-tdd-1.01
4488,816,710,2010,0,0,0,0,0,15,1,4,3,mic-tdd-1.01
4490,710,731,2010,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4490,731,710,2010,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4491,710,740,2010,0,0,0,0,7,15,3,4,5,mic-tdd-1.01
4491,710,740,2011,0,0,0,0,7,7,3,3,12,mic-tdd-1.01
4491,710,740,2012,0,0,0,0,7,15,3,4,20,mic-tdd-1.01
4491,710,740,2013,0,0,0,0,7,8,3,3,47,mic-tdd-1.01
4491,710,740,2014,0,0,0,0,7,7,3,3,37,mic-tdd-1.01
4491,740,710,2010,0,0,0,0,15,7,4,3,5,mic-tdd-1.01
4491,740,710,2011,0,0,0,0,7,7,3,3,12,mic-tdd-1.01
4491,740,710,2012,0,0,0,0,15,7,4,3,20,mic-tdd-1.01
4491,740,710,2013,0,0,0,0,8,7,3,3,47,mic-tdd-1.01
4491,740,710,2014,0,0,0,0,7,7,3,3,37,mic-tdd-1.01
4492,713,740,2010,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4492,740,713,2010,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4495,100,101,2003,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
4495,101,100,2003,0,0,0,0,16,0,4,1,2,mic-tdd-1.01
4496,135,140,2003,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4496,140,135,2003,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4497,41,42,2004,0,0,0,0,0,11,1,3,2,mic-tdd-1.01
4497,42,41,2004,0,0,0,0,11,0,3,1,2,mic-tdd-1.01
4499,100,130,2006,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
4499,130,100,2006,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
4501,100,130,2007,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4501,130,100,2007,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4502,100,130,2008,0,0,0,0,16,11,4,3,2,mic-tdd-1.01
4502,130,100,2008,0,0,0,0,11,16,3,4,2,mic-tdd-1.01
4503,100,101,2008,0,0,0,0,12,11,3,3,2,mic-tdd-1.01
4503,101,100,2008,0,0,0,0,11,12,3,3,2,mic-tdd-1.01
4504,100,130,2009,0,0,0,0,0,11,1,3,3,mic-tdd-1.01
4504,130,100,2009,0,0,0,0,11,0,3,1,3,mic-tdd-1.01
4505,100,101,2009,0,0,0,0,12,11,3,3,3,mic-tdd-1.01
4505,101,100,2009,0,0,0,0,11,12,3,3,3,mic-tdd-1.01
4506,2,101,2010,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4506,101,2,2010,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
4507,100,101,2010,0,0,0,0,7,11,3,3,2,mic-tdd-1.01
4507,101,100,2010,0,0,0,0,11,7,3,3,2,mic-tdd-1.01
4508,93,94,2010,0,0,0,0,12,12,3,3,2,mic-tdd-1.01
4508,94,93,2010,0,0,0,0,12,12,3,3,2,mic-tdd-1.01
4509,666,670,2002,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4509,670,666,2002,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4510,630,645,2002,0,0,0,0,11,0,3,1,2,mic-tdd-1.01
4510,645,630,2002,0,0,0,0,0,11,1,3,2,mic-tdd-1.01
4511,652,666,2003,1,1,0,0,17,17,4,4,1,mic-tdd-1.01
4511,666,652,2003,0,0,1,1,17,17,4,4,1,mic-tdd-1.01
4512,2,630,2003,0,0,0,0,16,15,4,4,3,mic-tdd-1.01
4512,200,630,2003,0,0,0,0,15,0,4,1,1,mic-tdd-1.01
4512,630,2,2003,0,0,0,0,15,16,4,4,3,mic-tdd-1.01
4512,630,200,2003,0,0,0,0,0,15,1,4,1,mic-tdd-1.01
4513,645,666,2003,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
4513,666,645,2003,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
4515,225,666,2003,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4515,666,225,2003,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4516,2,640,2003,0,0,0,0,15,0,4,1,1,mic-tdd-1.01
4516,640,2,2003,0,0,0,0,0,15,1,4,1,mic-tdd-1.01
4517,652,666,2003,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
4517,666,652,2003,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
4518,2,652,2004,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4518,652,2,2004,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4519,2,630,2004,0,0,1,1,17,17,4,4,4,mic-tdd-1.01
4519,2,630,2005,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4519,630,2,2004,1,1,0,0,17,17,4,4,4,mic-tdd-1.01
4519,630,2,2005,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4520,640,652,2004,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4520,652,640,2004,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4523,630,645,2004,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4523,630,645,2005,0,0,0,0,0,15,1,4,1,mic-tdd-1.01
4523,645,630,2004,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4523,645,630,2005,0,0,0,0,15,0,4,1,1,mic-tdd-1.01
4525,630,640,2004,0,0,2,2,16,0,4,1,2,mic-tdd-1.01
4525,640,630,2004,2,2,0,0,0,16,1,4,2,mic-tdd-1.01
4526,651,666,2004,3,3,0,0,0,16,1,4,1,mic-tdd-1.01
4526,666,651,2004,0,0,3,3,16,0,4,1,1,mic-tdd-1.01
4527,2,652,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4527,645,652,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4527,652,2,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4527,652,645,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4528,640,645,2005,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4528,645,640,2005,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4530,670,679,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4530,679,670,2005,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4531,651,666,2006,2,2,0,0,17,17,4,4,1,mic-tdd-1.01
4531,666,651,2006,0,0,2,2,17,17,4,4,1,mic-tdd-1.01
4532,652,666,2006,0,0,0,0,16,7,4,3,3,mic-tdd-1.01
4532,666,652,2006,0,0,0,0,7,16,3,4,3,mic-tdd-1.01
4534,630,645,2006,0,0,0,0,15,12,4,3,2,mic-tdd-1.01
4534,630,645,2007,0,0,0,0,16,0,4,1,5,mic-tdd-1.01
4534,630,645,2008,0,0,1,1,16,0,4,1,7,mic-tdd-1.01
4534,630,645,2009,0,0,0,0,16,0,4,1,5,mic-tdd-1.01
4534,630,645,2010,2,2,0,0,16,0,4,1,5,mic-tdd-1.01
4534,645,630,2006,0,0,0,0,12,15,3,4,2,mic-tdd-1.01
4534,645,630,2007,0,0,0,0,0,16,1,4,5,mic-tdd-1.01
4534,645,630,2008,1,1,0,0,0,16,1,4,7,mic-tdd-1.01
4534,645,630,2009,0,0,0,0,0,16,1,4,5,mic-tdd-1.01
4534,645,630,2010,0,0,2,2,0,16,1,4,5,mic-tdd-1.01
4535,2,630,2006,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4535,2,630,2007,0,0,0,0,15,0,4,1,4,mic-tdd-1.01
4535,630,2,2006,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4535,630,2,2007,0,0,0,0,0,15,1,4,4,mic-tdd-1.01
4539,652,666,2007,0,0,0,0,16,16,4,4,2,mic-tdd-1.01
4539,666,652,2007,0,0,0,0,16,16,4,4,2,mic-tdd-1.01
4542,220,666,2009,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4542,666,220,2009,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4543,2,630,2009,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4543,630,645,2009,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4543,630,2,2009,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4543,645,630,2009,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4544,651,666,2009,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
4544,666,651,2009,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
4548,630,666,2010,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4548,666,630,2010,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4551,20,390,2005,0,0,0,0,7,0,3,1,3,mic-tdd-1.01
4551,390,20,2005,0,0,0,0,0,7,1,3,3,mic-tdd-1.01
4552,700,770,2002,2,20,2,20,17,17,4,4,8,mic-tdd-1.01
4552,700,770,2003,1,10,1,10,17,17,4,4,16,mic-tdd-1.01
4552,700,770,2004,4,22,2,20,17,17,4,4,5,mic-tdd-1.01
4552,700,770,2005,1,25,2,26,17,17,4,4,2,mic-tdd-1.01
4552,770,700,2002,2,20,2,20,17,17,4,4,8,mic-tdd-1.01
4552,770,700,2003,1,10,1,10,17,17,4,4,16,mic-tdd-1.01
4552,770,700,2004,2,20,4,22,17,17,4,4,5,mic-tdd-1.01
4552,770,700,2005,2,26,1,25,17,17,4,4,2,mic-tdd-1.01
4553,775,800,2002,0,0,0,0,17,17,4,4,11,mic-tdd-1.01
4553,800,775,2002,0,0,0,0,17,17,4,4,11,mic-tdd-1.01
4554,750,771,2002,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4554,750,771,2003,0,0,0,0,17,17,4,4,6,mic-tdd-1.01
4554,750,771,2004,2,20,2,20,17,17,4,4,5,mic-tdd-1.01
4554,750,771,2005,1,1,1,1,17,17,4,4,15,mic-tdd-1.01
4554,750,771,2006,1,1,0,0,17,17,4,4,5,mic-tdd-1.01
4554,750,771,2007,1,10,1,10,17,17,4,4,2,mic-tdd-1.01
4554,771,750,2002,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4554,771,750,2003,0,0,0,0,17,17,4,4,6,mic-tdd-1.01
4554,771,750,2004,2,20,2,20,17,17,4,4,5,mic-tdd-1.01
4554,771,750,2005,1,1,1,1,17,17,4,4,15,mic-tdd-1.01
4554,771,750,2006,0,0,1,1,17,17,4,4,5,mic-tdd-1.01
4554,771,750,2007,1,10,1,10,17,17,4,4,2,mic-tdd-1.01
4556,820,830,2003,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
4556,830,820,2003,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
4557,775,800,2003,0,0,2,2,16,0,4,1,1,mic-tdd-1.01
4557,800,775,2003,2,2,0,0,0,16,1,4,1,mic-tdd-1.01
4559,800,820,2004,0,0,0,0,0,11,1,3,3,mic-tdd-1.01
4559,820,800,2004,0,0,0,0,11,0,3,1,3,mic-tdd-1.01
4563,750,790,2004,0,0,0,0,15,12,4,3,2,mic-tdd-1.01
4563,750,790,2005,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
4563,790,750,2004,0,0,0,0,12,15,3,4,2,mic-tdd-1.01
4563,790,750,2005,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
4564,775,800,2004,0,0,0,0,11,12,3,3,3,mic-tdd-1.01
4564,775,800,2005,0,0,1,1,17,17,4,4,5,mic-tdd-1.01
4564,800,775,2004,0,0,0,0,12,11,3,3,3,mic-tdd-1.01
4564,800,775,2005,1,1,0,0,17,17,4,4,5,mic-tdd-1.01
4565,750,775,2004,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
4565,775,750,2004,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
4566,750,770,2005,0,0,0,0,16,16,4,4,4,mic-tdd-1.01
4566,770,750,2005,0,0,0,0,16,16,4,4,4,mic-tdd-1.01
4567,820,850,2005,0,0,0,0,7,8,3,3,5,mic-tdd-1.01
4567,850,820,2005,0,0,0,0,8,7,3,3,5,mic-tdd-1.01
4569,800,811,2005,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4569,811,800,2005,0,0,0,0,11,11,3,3,2,mic-tdd-1.01
4570,800,820,2005,0,0,0,0,0,11,1,3,3,mic-tdd-1.01
4570,820,800,2005,0,0,0,0,11,0,3,1,3,mic-tdd-1.01
4573,700,770,2006,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4573,770,700,2006,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4574,775,800,2006,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4574,800,775,2006,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4576,700,770,2006,0,0,0,0,12,0,3,1,1,mic-tdd-1.01
4576,700,770,2007,11,11,1,1,17,17,4,4,5,mic-tdd-1.01
4576,770,700,2006,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
4576,770,700,2007,1,1,11,11,17,17,4,4,5,mic-tdd-1.01
4577,2,770,2007,0,0,1,1,16,0,4,1,1,mic-tdd-1.01
4577,770,2,2007,1,1,0,0,0,16,1,4,1,mic-tdd-1.01
4578,630,700,2007,1,1,1,1,17,17,4,4,2,mic-tdd-1.01
4578,700,630,2007,1,1,1,1,17,17,4,4,2,mic-tdd-1.01
4579,775,800,2007,0,0,1,1,16,0,4,1,1,mic-tdd-1.01
4579,800,775,2007,1,1,0,0,0,16,1,4,1,mic-tdd-1.01
4580,710,750,2007,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
4580,750,710,2007,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
4581,2,770,2008,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4581,770,2,2008,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4582,750,771,2008,0,0,2,2,17,17,4,4,5,mic-tdd-1.01
4582,750,771,2009,0,0,0,0,17,17,4,4,5,mic-tdd-1.01
4582,750,771,2010,1,25,1,25,17,17,4,4,6,mic-tdd-1.01
4582,750,771,2011,0,0,0,0,16,0,4,1,2,mic-tdd-1.01
4582,771,750,2008,2,2,0,0,17,17,4,4,5,mic-tdd-1.01
4582,771,750,2009,0,0,0,0,17,17,4,4,5,mic-tdd-1.01
4582,771,750,2010,1,25,1,25,17,17,4,4,6,mic-tdd-1.01
4582,771,750,2011,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
4583,630,700,2008,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4583,700,630,2008,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
4584,700,770,2008,3,27,13,37,17,17,4,4,6,mic-tdd-1.01
4584,770,700,2008,13,37,3,27,17,17,4,4,6,mic-tdd-1.01
4585,750,770,2008,0,0,0,0,17,17,4,4,10,mic-tdd-1.01
4585,750,770,2009,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
4585,750,770,2010,5,5,2,2,17,17,4,4,19,mic-tdd-1.01
4585,750,770,2011,3,3,8,8,17,17,4,4,31,mic-tdd-1.01
4585,750,770,2012,4,4,2,2,17,17,4,4,25,mic-tdd-1.01
