micnum,stmon,stday,styear,endmon,endday,endyear,fatalmin,fatalmax,hiact,hostlev,outcome,numa,numb,version
3405,10,14,1955,8,23,1960,5,23,17,4,5,2,1,mic-1.0
3406,2,17,1961,10,5,1961,2,2,17,4,5,1,1,mic-1.0
3411,7,12,1950,6,2,1951,9,27,17,4,5,1,1,mic-1.0
3413,12,16,1951,1,22,1952,0,0,16,4,5,1,1,mic-1.0
3417,9,25,1953,1,18,1958,61,61,17,4,5,1,1,mic-1.0
3418,3,1,1955,3,28,1955,0,0,16,4,5,1,1,mic-1.0
3419,11,21,1958,8,23,1963,4,52,17,4,5,1,2,mic-1.0
3422,7,3,1960,7,13,1960,0,0,17,4,7,1,1,mic-1.0
3428,3,17,1953,10,22,1953,0,0,16,4,5,1,1,mic-1.0
3430,10,7,1959,9,15,1960,0,0,17,4,5,1,1,mic-1.0
3434,11,1,1961,10,20,1966,70,94,17,4,5,1,1,mic-1.0
3437,11,6,1973,5,31,1974,8,56,17,4,2,1,1,mic-1.0
3438,8,1,1974,9,21,1977,3,21,17,4,5,1,1,mic-1.0
3440,7,6,1978,7,7,1978,0,0,8,3,5,1,1,mic-1.0
3441,6,27,1979,2,19,1980,3,23,17,4,5,1,1,mic-1.0
3443,6,13,1985,9,-9,1986,1,25,16,4,5,1,1,mic-1.0
3444,4,6,1982,6,13,1985,599,1782,22,5,2,1,2,mic-1.0
3446,6,11,1967,11,23,1967,0,0,17,4,5,1,1,mic-1.0
3447,9,3,1968,12,19,1971,175,452,17,4,5,1,1,mic-1.0
3448,8,19,1980,7,24,1981,13,181,17,4,5,1,2,mic-1.0
3503,2,15,1942,10,23,1943,0,0,16,4,9,2,1,mic-1.0
