Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Liberia,LBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,171673.0829,167492.264,163376.1352,159337.5383,155362.1297,151479.0031,147679.1847,143941.5367,140264.3562,136652.8123,133186.1183,129786.2745,126366.5755,122979.8258,119643.5579,116381.7835,113116.2858,109838.148,106634.4773,103510.6142,100518.1712,97675.23181,94824.88452,91988.11146,89296.71692,86735.53468,84301.07454,81979.34203,79757.53709,90508.75423,103133.3989,97436.16226,93774.71843,94108.87833,93352.29007,90745.50152,83917.25758,75779.85044,71691.19163,69079.28368,67076.99903,65346.6854,64826.18641,64052.32819,61231.02527,57880.46931,55054.86217,52855.70103,51215.52363,49751.78833,47833.72995,46170.82281,45174.12706,44253.68157,43362.04117,42498.06156,41695.932,40904.88979,40118.03528,39311.39024,,,
Libya,LBY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,473.3695799,455.979421,438.9380709,423.7026527,411.7472672,402.3379282,393.572843,384.743703,375.7737584,366.6501325,357.4492422,347.774936,335.8512582,321.182539,305.4313105,290.0039772,275.3948474,261.5730179,248.4986246,236.2693741,224.9346485,214.365095,204.463616,196.3783897,189.9947154,184.2051941,178.9393955,174.0615905,169.4898018,165.2118972,161.2171062,157.4866924,154.0164182,150.8199434,147.8957707,145.2262272,142.7887791,140.5351015,138.3946771,135.7960266,132.6783823,129.5019024,126.2935846,123.0755598,119.9043643,117.1868003,114.8072296,112.3889557,110.0595878,107.8252147,113.1197589,119.2530669,116.9547457,114.7961777,113.0448053,111.4260045,109.7477824,108.0614956,106.5596929,105.2007968,,,
St. Lucia,LCA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3197.510205,3161.655443,3126.693626,3092.01847,3057.293684,3022.456854,2988.047809,2952.6106,2910.078572,2863.114496,2818.039208,2774.848771,2733.734281,2690.655354,2645.012828,2599.991333,2555.43157,2511.237789,2466.435918,2421.131637,2377.292106,2335.720959,2296.650718,2259.869982,2225.354202,2193.303114,2163.565556,2135.885004,2108.207251,2079.463221,2048.900423,2018.910461,1992.547871,1969.175834,1948.444167,1929.831333,1912.594434,1895.662724,1880.877743,1868.064809,1854.152374,1839.960257,1826.606348,1813.938302,1802.126509,1790.852326,1779.612756,1767.950592,1755.05309,1742.716896,1732.861995,1724.355953,1716.207867,1708.204506,1700.554948,1693.355836,1686.454398,1679.891143,1673.761556,,,
Latin America & Caribbean,LCN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,61885.10231,59932.55042,58299.70061,56723.57783,55208.33926,53761.18394,52380.49802,51060.22445,49794.46797,48577.85048,47405.06025,46270.05826,45169.87987,44106.07163,43080.96492,42093.13671,41128.79962,40185.42018,39274.99796,38405.61157,37586.77256,36802.49992,36038.06794,35301.40065,34595.3251,33918.2952,33267.16614,32636.89628,32028.68719,31433.70509,30857.1533,30307.30758,29778.56976,29268.62294,28778.65696,28310.60964,27861.84728,27431.49327,27019.74183,26627.14184,26253.76924,25898.6888,25562.94652,25241.29974,24931.23378,24635.58296,24352.66858,24081.74246,23819.28224,23571.12128,23308.41868,23051.79526,22805.54658,22568.09066,22337.74229,22114.32989,21900.44423,21700.68996,21509.96722,21336.58002,,,
Least developed countries: UN classification,LDC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,20722.85935,19794.97775,19318.46585,18848.584,18384.98862,17929.86466,17479.17985,17034.657,16604.04015,16202.86645,15864.02206,15524.03931,15145.10049,14773.1376,14425.36432,14103.26166,13776.82973,13428.56206,13076.07472,12764.02909,12502.45674,12220.72236,11901.06713,11580.04856,11272.82695,10985.9823,10713.3017,10453.67252,10199.16359,9958.211798,9732.873162,9484.278228,8484.764291,8261.385224,8053.676526,7854.324711,7664.979376,7479.604563,7296.993404,7125.051008,6957.649422,6781.905513,6609.317679,6449.15691,6294.731344,6146.337127,6007.502181,5873.407002,5739.764268,5606.718824,5473.825637,5099.967477,4977.576239,4858.274711,4743.228121,4629.662371,4518.30427,4411.390892,4307.382044,4204.829892,,,
Low income,LIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,22206.8029,20317.08302,19853.51582,19390.01041,18928.22427,18466.92838,18001.58409,17540.1638,17093.12981,16657.68111,16238.31888,15843.24535,15456.98011,15070.97395,14694.39519,14332.88414,13978.64193,13597.27331,13211.12507,12908.78549,12714.29082,12485.11463,12175.42076,11848.64582,11530.8867,11238.23462,10956.75634,10684.94863,10410.89391,10164.32428,9934.906515,9646.069917,7960.852791,7731.995411,7514.016622,7294.976952,7092.031184,6899.237625,6709.794623,6535.725213,6364.829489,6177.021268,5990.820333,5820.571673,5655.487988,5489.097074,5329.931255,5180.924586,5036.360124,4896.173762,4759.721744,4293.834675,4186.58775,4084.327325,3982.805607,3879.447908,3776.681923,3675.396423,3574.046265,3476.005162,,,
Liechtenstein,LIE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,5267.942733,5142.656613,5020.189624,4900.647721,4784.678589,4672.681741,4563.128813,4456.89411,4356.7207,4261.924651,4172.378993,4088.441349,4009.191679,3934.93173,3864.487359,3795.783948,3729.063217,3662.897952,3596.635429,3533.274512,3473.9315,3419.96533,3371.982985,3326.491974,3281.064566,3235.69164,3190.883935,3147.778169,3107.605246,3069.03694,3031.591248,2995.836978,2962.030306,2931.420744,2904.678359,2881.701881,2861.924656,2844.705276,2828.004161,2812.04499,2790.657113,2762.849119,2735.300609,2709.021673,2683.763323,2657.177858,2629.658212,2602.826048,2577.813221,2554.605046,2531.1913,2512.234415,2498.609202,2485.939259,2474.609824,2464.353914,2455.035993,2436.548223,2421.685089,2408.869018,,,
Lower middle income,LMC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,8318.30762,8187.067731,7990.947505,7799.69173,7615.470176,7439.046357,7267.65368,7098.688617,6932.671374,6771.994368,6620.571373,6470.897534,6318.441638,6169.478801,6025.420672,5884.648855,5745.150342,5609.787241,5476.288494,5339.461905,5203.226513,5072.375118,4947.073743,4826.515884,4709.148539,4595.161665,4485.44623,4379.769556,4277.74653,4174.322245,4079.637284,3991.601296,3904.926504,3813.04306,3732.427908,3655.29409,3580.931672,3508.932113,3439.59111,3371.709163,3305.620556,3242.858727,3183.087121,3124.028817,3068.966474,3016.452017,2965.737783,2917.007232,2869.397897,2821.698989,2774.870768,2730.135113,2686.369222,2643.782946,2603.466687,2564.468045,2526.529854,2490.04539,2455.119676,2421.133169,,,
Low & middle income,LMY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,13274.97661,13025.70476,12703.05679,12393.76887,12093.31326,11787.83964,11497.50975,11211.86956,10928.69615,10653.55228,10390.35804,10143.19274,9903.78309,9677.01975,9465.616798,9265.571716,9074.127454,8886.793775,8702.141082,8521.850616,8345.50288,8168.182503,7994.951947,7829.061805,7666.470824,7506.002499,7348.147337,7195.413141,7048.447919,6903.715175,6770.079727,6516.404756,6345.85268,6231.026473,6123.744066,6019.637881,5919.688487,5823.316763,5730.991161,5642.198588,5556.092066,5472.843345,5392.715621,5314.526259,5239.288293,5161.133622,5091.792866,5023.478089,4955.885861,4888.891237,4821.851359,4722.664258,4657.653115,4594.599674,4533.777648,4474.724596,4416.734768,4361.019377,4307.769299,4257.76377,,,
Lesotho,LSO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,6873.484515,6665.128887,6463.668744,6269.36701,6079.840041,5890.694392,5691.445312,5487.978913,5294.009873,5110.011813,4934.525545,4766.496361,4605.369174,4449.666445,4300.350277,4162.42863,4040.372827,3928.747691,3820.538426,3715.354145,3613.123583,3513.842726,3417.561299,3324.292698,3234.990849,3150.995335,3078.391867,3016.612131,2959.66648,2907.175498,2858.690501,2814.086791,2773.832418,2737.299819,2704.129459,2675.057721,2651.351353,2633.912811,2622.549007,2616.792503,2615.689234,2618.228275,2624.145146,2634.251107,2644.855125,2645.716772,2636.799742,2621.535488,2603.066243,2585.592761,2566.648198,2545.361456,2521.771373,2496.131712,2468.703402,2439.511314,2409.453165,2379.417448,2349.820416,2320.216494,,,
Late-demographic dividend,LTE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,14636.22683,14460.09235,14108.95241,13780.6404,13457.60326,13106.44845,12782.97527,12466.22417,12148.682,11838.89174,11538.70935,11268.68093,11019.3067,10792.98574,10593.66236,10411.49109,10246.07634,10090.29681,9938.980521,9792.807833,9646.099543,9489.85658,9338.801218,9199.359178,9059.858582,8915.671425,8767.897101,8623.720972,8487.433993,8361.487112,8244.941236,9706.683268,9578.34738,9475.362003,9377.905793,9284.3768,9194.913245,9110.199298,9033.154455,8964.749745,8900.594977,8840.853565,8783.402231,8727.507712,8671.636519,8589.805758,8535.273877,8480.249515,8426.324949,8376.549573,8323.947862,8263.819087,8203.683555,8146.401483,8094.159982,8044.087521,7993.417531,7950.047175,7913.494437,7886.534149,,,
Lithuania,LTU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178.249643,4198.106073,4227.342429,4260.007021,4292.521156,4324.30981,4355.750422,4386.763891,4417.728522,4454.281383,4490.182735,4526.804038,4577.926164,4653.083435,4727.960319,4784.460962,4833.922253,4887.894588,4991.473169,5105.486416,5174.422555,5227.05396,5272.191373,5322.023746,5390.081901,5465.98204,5518.387546,5533.014308,5531.533498,,,
Luxembourg,LUX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3156.117344,3117.692907,3085.467448,3051.106026,3016.591252,2994.953503,2985.119181,2977.519726,2962.962963,2948.365279,2920.381635,2885.170225,2853.474105,2816.504718,2785.903329,2772.148776,2767.338761,2762.377523,2755.914192,2746.121104,2738.038196,2735.790986,2735.065177,2732.255368,2726.980197,2714.772434,2697.235334,2677.734636,2651.816494,2618.829383,2583.979328,2549.882068,2515.881502,2481.851461,2447.231569,2414.146901,2384.074383,2354.603249,2323.015274,2292.000917,2264.877414,2241.273043,2214.201891,2182.953318,2149.807162,2115.78865,2083.363716,2046.454518,2008.907496,1972.569449,1929.209584,1883.430707,1840.400471,1797.529835,1755.605649,1718.171728,1676.906979,1644.872111,1612.900624,1586.246607,,,
Latvia,LVA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479.651828,6608.694295,6720.243484,6816.747792,6893.963997,6963.024041,7028.990228,7086.436961,7155.075922,7248.082082,7332.784168,7403.991774,7485.234998,7566.556891,7636.282167,7698.862668,7780.199713,7909.719009,8076.069519,8224.462776,8327.11094,8416.776514,8496.415355,8566.254721,8644.89928,8721.852204,8790.072925,8851.397883,8913.68303,,,
"Macao SAR, China",MAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2400.321875,2337.812825,2278.676476,2223.201112,2167.109554,2110.856045,2055.315631,2001.369627,1949.320097,1898.607672,1849.808322,1803.32132,1758.700047,1715.734403,1673.850274,1633.20327,1592.840172,1552.474245,1512.964988,1473.693753,1435.056754,1397.808285,1362.309436,1329.222156,1298.40609,1270.567531,1245.707945,1222.566555,1200.922441,1180.262078,1160.553213,1141.701898,1123.735831,1106.804708,1090.264584,1074.110156,1058.505497,1043.472316,1029.208329,1015.604767,1002.416273,989.6997173,977.7059445,965.6004828,952.947338,940.5500376,928.5160172,916.7064117,905.0373348,893.2733896,881.3598739,869.5086667,857.8986447,846.749866,836.2057964,826.039876,816.2549575,807.1808815,798.8010712,790.4325607,,,
Monaco,MCO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.4241723,544.5713131,545.8984326,548.557497,244.2919655,551.6935118,551.9164276,552.7836753,553.9090249,555.1490935,556.4361979,558.0053445,559.3878225,560.750575,562.3111962,563.6156851,564.6895445,565.402991,565.9677315,566.2951607,566.3694043,566.5211197,566.8666446,571.2315117,577.9138452,587.9814416,598.4035922,608.0569802,614.7704288,,,
Madagascar,MDG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,64730.02872,63071.79873,61448.67158,59857.64892,58299.92909,56767.82851,55250.16768,53743.48061,52245.43759,50754.91536,49265.71426,47794.02901,46364.06661,44981.70366,43647.99305,42362.24445,41121.92321,39924.56272,38769.99488,37661.36554,36601.35262,35582.34144,34599.27672,33649.46859,32725.60811,31827.19852,30944.3613,30071.05782,29211.04014,28360.40981,27520.85297,26696.57528,25883.05773,25081.64373,24298.5541,23537.7044,22802.77501,22097.0073,21422.82523,20781.39142,20167.96866,19579.43831,19013.43409,18464.97031,17932.99986,17415.75156,16913.461,16428.12653,15958.63673,15507.7621,15079.54257,14673.71237,14286.88134,13916.43269,13560.87052,13214.6804,12877.56584,12552.82757,12239.79806,11939.69483,,,
Maldives,MDV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,319.3119891,311.4229955,303.7205771,296.3226361,286.9001396,275.9559574,266.5553058,258.5114908,250.9011533,243.4215331,236.097776,229.0251164,222.3210316,215.9143252,209.6055224,203.4339653,197.6388742,192.2768787,187.1187456,181.9427851,176.8211101,171.8971138,167.2809595,162.7003927,157.5770946,152.1105337,146.8745104,142.0723622,137.6544598,133.3588197,129.226793,125.4516259,122.0281071,118.9527401,116.1854009,113.704845,111.5075825,109.5706292,107.8705984,106.192059,104.4117442,102.6398982,100.9332965,99.29336224,97.71414054,95.41954383,92.27191919,89.05168857,85.95077313,82.9703381,80.11964534,77.41156374,74.86374798,71.98767571,68.87336942,66.04263713,63.49985818,61.25474214,59.46387371,58.3160653,,,
Middle East & North Africa,MEA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2133.043737,2077.715299,2023.171574,1969.279137,1916.570843,1864.854265,1812.993748,1763.164608,1714.305228,1666.529994,1620.423303,1575.815454,1531.476881,1488.113153,1443.860295,1396.444549,1351.290948,1312.963031,1274.825138,1234.622189,1192.199239,1151.677934,1115.28065,1079.849041,1046.208047,1014.021468,983.5294232,955.2399244,928.2975625,899.589787,874.8611403,851.5669061,832.3599712,814.6891387,797.0761171,780.3143105,763.9827318,748.2057084,732.9059793,717.9177938,703.3395464,690.1596054,677.4488491,664.1171889,650.2199373,635.5678229,620.692447,606.0533166,591.9839149,579.0952631,567.6176696,556.5532552,545.1365383,533.9296093,523.2125159,513.4095835,504.455727,495.5743661,487.0617825,480.1969063,,,
Mexico,MEX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,10924.34459,10573.04262,10229.57313,9895.030899,9569.939776,9257.491047,8958.107879,8670.70337,8395.875765,8132.941823,7880.892545,7638.658079,7405.636573,7182.257961,6968.595759,6765.637634,6568.961528,6378.267406,6199.514128,6040.896188,5907.521805,5788.545454,5674.226429,5565.409248,5462.655829,5365.73837,5273.778474,5184.301605,5097.605498,5004.86855,4906.924697,4812.151716,4720.223087,4631.180066,4545.98139,4465.720978,4389.208197,4315.83541,4245.609661,4178.866009,4114.924592,4052.832246,3992.996499,3934.742422,3878.894944,3826.478464,3776.442961,3728.877289,3683.044635,3634.508785,3582.98972,3533.296948,3487.062903,3444.039789,3404.081154,3365.722695,3329.554465,3298.018437,3269.768422,3246.075491,,,
Marshall Islands,MHL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,12827.64994,12625.85957,12311.76612,12011.3313,11719.86683,11423.25768,11142.26244,10865.9282,10591.62858,10325.14391,10070.32878,9831.075057,9599.451185,9380.750772,9177.444049,8985.2499,8801.62127,8623.182773,8447.715479,8273.731697,8099.901279,7926.337082,7759.839094,7601.50256,7446.258359,7292.296117,7140.619499,6993.857659,6853.131389,6713.673562,6584.978712,6337.860717,6229.789777,6121.829041,6021.373645,5924.464037,5831.118431,5741.050512,5655.188497,5572.199643,5491.97109,5416.109547,5343.694452,5272.401662,5204.093358,5132.959576,5070.978823,5009.492643,4948.621769,4888.223303,4827.64043,4766.973544,4706.944686,4648.652847,4592.912182,4539.554408,4487.516977,4438.072119,4391.679587,4348.791439,,,
North Macedonia,MKD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675.886251,2704.200976,2723.89125,2721.823581,2707.817469,2704.233478,2689.882009,2677.054962,2664.890073,2653.71653,2673.059569,2669.665921,2678.324321,2692.823625,2707.734644,2723.238758,2739.04092,2756.815205,2774.498047,2787.243509,2798.186982,2808.527104,2816.083172,2823.63276,2832.693267,2844.115604,2858.578196,2878.062872,2909.288388,,,
Mali,MLI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,11069.60624,10919.32529,10771.09942,10624.39574,10477.82003,10333.11909,10189.35732,10043.92207,9898.108867,9750.410614,9603.260499,9453.049696,9294.75,9133.430746,8972.240337,8813.616685,8651.347245,8483.037742,8312.460975,8138.26257,7965.098003,7795.904266,7629.759317,7471.887956,7328.109124,7198.916131,7080.206586,6962.59716,6838.291056,6707.638413,6576.085473,6444.287204,6311.46446,6178.053351,6047.720141,5921.88676,5791.896577,5649.464831,5496.018913,5338.505277,5179.636707,5019.803123,4861.38372,4705.146136,4552.161742,4404.141332,4261.087634,4123.394788,3991.316226,3863.693778,3740.710413,3633.129711,3528.574662,3418.450082,3312.554964,3208.537962,3106.980323,3009.887782,2917.234555,2826.982987,,,
Malta,MLT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,155.2651806,155.9123186,156.5648737,157.1984436,158.4065245,160.215736,162.092762,164.0142904,165.95465,166.8594086,166.8318467,166.9697471,167.1078756,167.2207579,165.9971994,165.1546567,164.51119,162.807642,161.165755,159.4845963,158.3161432,154.9564588,152.7876947,152.7558055,150.0957046,147.6085946,146.5956428,145.3969625,143.9886862,142.5868933,138.7953662,137.3708578,136.005688,134.7396057,133.8035446,132.9279688,131.9257767,131.0711236,130.2963533,129.4583003,128.4895733,127.5352363,126.6991485,125.8510522,125.0513825,124.5966031,124.1628229,123.3575733,122.4310689,121.831183,121.3160752,120.2300799,118.5537847,116.2100341,113.4696317,110.9022391,107.9062135,104.2032066,100.1860882,97.9950789,,,
Myanmar,MMR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,45164.84606,44176.78945,43204.23605,42244.82638,41289.7862,40346.48733,39418.19406,38503.90593,37615.13869,36753.99075,35923.39919,35121.94562,34383.25937,33705.36963,33047.41889,32409.67798,31779.8376,31156.78965,30552.8838,29964.93642,29398.91876,28863.7121,28308.28205,27732.42513,27190.13737,26689.84684,26228.53333,25799.96486,25394.14419,25007.76006,24650.61114,24317.48745,23997.14638,23686.07644,23386.09259,23093.55591,22805.39777,22526.63835,22263.84495,22021.00859,21792.97603,21574.76415,21370.59369,21183.62736,21012.2811,20853.31655,20699.48617,20578.91602,20458.69421,20303.29906,20138.76145,19968.86188,19799.26921,19634.85744,19477.91534,19324.62144,19178.2715,19040.74229,18906.4101,18770.87178,,,
Middle East & North Africa (excluding high income),MNA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2257.130664,2201.020187,2145.206012,2090.181124,2036.149514,1982.679995,1929.790524,1878.390583,1828.493794,1780.103721,1733.55652,1688.562549,1644.476733,1601.030499,1556.089337,1507.191252,1460.835319,1422.329476,1383.875555,1342.504792,1297.745044,1254.788843,1216.541965,1178.979583,1143.484589,1109.558724,1077.476516,1047.823988,1019.564427,986.1113849,959.2944876,935.8674855,915.8222403,897.0580493,878.2437588,860.5530305,843.4084827,826.8078399,810.7147034,794.888015,779.3908137,765.4589177,751.9687539,737.6078206,723.4141122,709.6855906,696.3333962,683.2351648,670.2843252,657.323734,645.1893973,633.4723111,621.1440925,608.6692685,596.7884594,586.0676287,576.2607839,566.4708005,556.8482763,547.9904132,,,
Montenegro,MNE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,34404.28195,33291.4002,32345.37424,31521.25375,30685.88238,29852.12902,29043.63807,28283.34712,27577.74666,26895.84815,26209.14142,25516.28313,24816.21383,24114.25166,23423.44404,22758.72352,22130.14049,21536.41263,20996.13382,20497.35537,20008.95803,19530.84442,19060.41989,18593.20002,18127.41699,17665.76375,17214.92237,16781.02356,16408.70888,16100.42967,15817.6282,15560.06857,15328.29643,15120.50784,14933.48164,14764.32447,14610.97645,14468.96407,14329.90404,14198.40806,14074.24813,13950.03722,13828.98316,13711.85946,13597.70715,13481.88198,13355.62853,13212.41192,13049.77326,12876.87048,12682.5023,12462.62555,12231.32816,11988.32998,11737.92453,11486.83553,11240.20116,10998.76706,10765.89439,10563.58871,,,
Northern Mariana Islands,MNP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,14499.41388,14206.04228,13911.60679,13620.98278,13330.40233,13043.51841,12761.67315,12482.06559,12205.02,11923.90197,11631.83109,11319.79435,10993.38556,10665.42354,10336.2294,10010.76931,9678.12748,9337.939181,9013.426141,8787.771977,8616.827384,8427.277594,8246.098436,8071.640111,7910.054089,7769.293351,7736.3364,7741.125645,7663.740437,7539.392575,7396.114275,7259.236003,7060.270779,6725.732862,6431.618684,6237.735589,6070.795033,5926.776829,5785.016668,5644.819302,5504.723305,5365.086371,5227.564809,5092.815419,4962.616113,4837.002656,4713.232242,4591.319678,4470.362344,4346.936123,4221.305675,4095.948764,3972.004929,3851.958223,3736.507872,3621.397121,3510.744225,3408.796081,3311.805497,3216.987335,,,
Mauritania,MRT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,464.2186098,451.4988634,438.9382085,426.5165328,414.2411982,402.1325087,390.2469483,378.6469619,367.3661318,356.4433371,345.9127383,335.7462296,325.9032817,316.3675938,307.116818,298.150572,289.576198,281.3362911,273.3147753,265.4819094,257.7839474,250.260897,242.9627362,235.8942604,229.0603087,222.4682969,216.0886655,209.8804364,204.5993944,199.3991108,193.582545,186.2607548,178.8057919,172.7719225,168.0431501,164.6892972,161.0125759,156.8319322,152.63616,148.4228403,144.8318737,141.7583637,138.7286765,135.7508294,132.786254,129.818329,126.8428683,123.7112382,120.3870685,116.9775003,113.4993583,110.0075823,106.8673207,104.0806375,101.3628232,98.71936306,96.15349945,93.66119748,91.24401867,88.91647275,,,
Mauritius,MUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4041.089552,3928.041591,3826.887256,3735.837834,3653.386454,3578.243344,3509.300092,3445.58518,3386.242084,3330.508475,3278.004838,3228.672395,3181.012443,3133.107528,3084.080717,3034.725601,2985.742024,2946.976912,2896.130912,2847.711117,2805.820113,2771.729767,2746.355912,2717.785938,2695.663421,2675.133222,2655.195245,2636.979637,2616.859768,2598.285755,2570.389043,2536.790844,2506.89373,2472.040156,2450.873396,2425.934483,2395.748787,2370.691327,2340.744699,2317.855407,2299.615393,2283.705829,2267.239177,2253.065717,2239.764739,2229.342721,2219.210571,2211.199714,2205.335935,2200.095969,2196.575546,2190.492419,2185.194217,2181.242111,2178.355963,2176.859767,2174.897837,2173.71207,2173.011529,2172.961752,,,
Malawi,MWI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4352.524262,4248.313112,4145.234213,4044.746829,3947.081715,3851.326393,3757.19139,3665.324531,3576.445186,3489.623343,3403.282671,3316.907721,3230.429929,3143.625715,3056.259604,2967.879599,2876.127642,2778.538117,2676.99871,2575.243296,2475.501508,2379.005673,2286.664087,2199.209102,2116.699659,2040.501812,1945.517553,1843.564105,1759.148197,1691.88331,1641.647979,1595.583772,1573.523776,1593.004362,1595.994627,1565.39025,1535.289105,1503.849631,1470.75494,1437.300184,1403.622529,1369.595888,1335.212337,1300.423435,1265.32184,1230.34169,1195.957486,1162.035313,1128.75563,1096.584946,1065.621275,1035.860343,1007.190429,979.489823,952.8340082,927.2864908,902.6256508,878.7076878,855.4466378,832.9436544,,,
Malaysia,MYS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,71828.35994,69676.21463,67604.18913,65641.1185,63799.24972,62096.90543,60529.61745,59055.27044,57644.42612,56275.12248,54962.98196,53695.65433,52428.60128,51168.10159,49922.76174,48698.24143,47467.35474,46237.64299,45048.5052,43887.17153,42758.37522,41663.58679,40579.69635,39492.17422,38389.91378,37278.08293,36175.15586,35099.15147,34077.2695,33110.5904,32190.98981,31306.15542,30446.07116,29608.90264,28802.86169,28034.15198,27295.17349,26592.64497,25929.14058,25277.67306,24636.27827,24024.07875,23444.37384,22894.81487,22373.49102,21879.02086,21408.0566,20965.6519,20554.83598,20196.58169,19873.81294,19554.8164,19246.84635,18950.24838,18668.22613,18397.26924,18138.714,17901.63735,17680.75986,17469.8832,,,
North America,NAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,28064.68544,27628.29512,27223.03872,26835.34235,26488.33308,26167.08524,25866.63259,25594.94242,25336.93927,25037.98989,24683.93502,24418.98677,24180.80722,23949.77116,23703.94905,23471.45581,23232.85573,22989.41923,22739.62364,22515.2339,22289.87005,22073.28922,21870.78977,21680.58559,21488.73436,21289.60002,21091.36258,20892.71404,20678.90275,20438.91466,20169.49636,19895.72897,19639.3835,19402.54252,19175.83746,18956.25432,18733.29182,18522.32057,18316.88355,18117.41627,17937.28728,17768.89447,17616.14004,17453.74254,17293.17662,17126.39696,16963.96032,16801.97653,16650.92066,16508.75173,16385.16341,16259.74013,16141.66669,16019.42703,15901.53875,15780.27628,15671.86616,15575.24455,15488.52039,15337.34151,,,
