micnum,ccode,stmon,stday,styear,endmon,endday,endyear,sidea,fatalmin,fatalmax,hiact,hostlev,orig,version
2816,290,6,15,1987,6,15,1987,1,0,0,16,4,1,mic-1.0
2821,325,9,3,1987,9,4,1987,0,0,0,7,3,1,mic-1.0
2821,630,9,3,1987,9,4,1987,1,0,0,16,4,1,mic-1.0
2823,220,6,30,1987,1,20,1988,1,0,0,13,4,1,mic-1.0
2823,630,6,30,1987,1,20,1988,0,0,0,16,4,1,mic-1.0
2835,350,8,-9,1878,8,-9,1878,0,0,0,0,1,1,mic-1.0
2835,640,8,-9,1878,8,-9,1878,1,0,0,7,3,1,mic-1.0
2838,740,2,13,1959,2,14,1959,0,0,0,0,1,1,mic-1.0
2838,732,2,13,1959,2,14,1959,1,0,0,8,3,1,mic-1.0
2849,315,7,29,1957,7,29,1957,0,0,0,0,1,1,mic-1.0
2849,2,7,29,1957,7,29,1957,1,0,0,7,3,1,mic-1.0
2850,750,12,-9,1956,3,19,1957,0,0,0,0,1,1,mic-1.0
2850,770,12,-9,1956,3,19,1957,1,0,0,7,3,1,mic-1.0
2854,2,6,7,1958,7,19,1958,1,0,0,7,3,1,mic-1.0
2854,265,6,7,1958,7,19,1958,0,0,0,15,4,1,mic-1.0
2855,211,5,29,1958,6,30,1958,1,0,0,7,3,1,mic-1.0
2855,265,5,29,1958,6,30,1958,0,0,0,15,4,1,mic-1.0
2857,2,12,23,1957,1,9,1958,0,0,0,0,1,1,mic-1.0
2857,339,12,23,1957,1,9,1958,1,0,0,16,4,1,mic-1.0
2860,365,3,28,1959,3,28,1959,0,0,0,0,1,1,mic-1.0
2860,140,3,28,1959,3,28,1959,1,0,0,1,2,1,mic-1.0
2865,395,8,27,1958,5,31,1959,0,0,0,16,4,1,mic-1.0
2865,200,8,27,1958,5,31,1959,1,0,0,16,4,1,mic-1.0
2869,750,4,10,1959,4,12,1959,1,0,0,7,3,1,mic-1.0
2869,770,4,10,1959,4,12,1959,0,0,0,16,4,1,mic-1.0
2870,2,3,19,1959,3,20,1959,1,0,0,7,3,1,mic-1.0
2870,225,3,19,1959,3,20,1959,0,0,0,15,4,1,mic-1.0
2871,630,1,-9,1959,7,15,1959,0,0,0,7,3,1,mic-1.0
2871,365,1,-9,1959,7,15,1959,1,0,0,7,3,1,mic-1.0
2875,200,2,20,1960,7,10,1960,0,0,0,7,3,1,mic-1.0
2875,395,2,20,1960,7,10,1960,1,0,0,16,4,1,mic-1.0
2877,325,7,31,1960,8,1,1960,1,0,0,12,3,1,mic-1.0
2877,305,7,31,1960,8,1,1960,0,0,0,0,1,1,mic-1.0
2878,310,7,31,1960,8,1,1960,1,0,0,12,3,1,mic-1.0
2878,305,7,31,1960,8,1,1960,0,0,0,0,1,1,mic-1.0
2885,750,12,15,1960,4,13,1961,0,0,0,0,1,1,mic-1.0
2885,770,12,15,1960,4,13,1961,1,0,0,7,3,1,mic-1.0
2887,230,1,19,1961,1,19,1961,0,0,0,0,1,1,mic-1.0
2887,600,1,19,1961,1,19,1961,1,0,0,7,3,1,mic-1.0
2890,438,3,11,1962,3,11,1962,0,0,0,0,1,1,mic-1.0
2890,235,3,11,1962,3,11,1962,1,0,0,7,3,1,mic-1.0
2891,710,10,15,1966,10,15,1966,1,2,20,17,4,1,mic-1.0
2891,713,10,15,1966,10,15,1966,0,0,0,17,4,1,mic-1.0
2897,630,11,20,1963,11,20,1963,0,2,2,0,1,1,mic-1.0
2897,365,11,20,1963,11,20,1963,1,0,0,16,4,1,mic-1.0
2898,260,9,28,1963,10,3,1963,1,1,1,7,3,1,mic-1.0
2898,315,9,28,1963,10,3,1963,0,0,0,16,4,1,mic-1.0
2899,2,3,15,1963,3,15,1963,0,0,0,0,1,1,mic-1.0
2899,365,3,15,1963,3,15,1963,1,0,0,7,3,1,mic-1.0
2907,380,9,24,1964,9,24,1964,0,0,0,0,1,1,mic-1.0
2907,365,9,24,1964,9,24,1964,1,0,0,7,3,1,mic-1.0
2908,260,9,2,1964,9,16,1964,0,0,0,0,1,1,mic-1.0
2908,365,9,2,1964,9,16,1964,1,0,0,7,3,1,mic-1.0
2908,200,9,2,1964,9,2,1964,0,0,0,7,3,1,mic-1.0
2915,200,5,22,1965,5,22,1965,0,0,0,0,1,1,mic-1.0
2915,365,5,22,1965,5,22,1965,1,0,0,7,3,1,mic-1.0
2916,2,4,27,1965,4,27,1965,1,0,0,17,4,1,mic-1.0
2916,731,4,27,1965,4,27,1965,0,0,0,17,4,1,mic-1.0
2918,200,4,17,1966,4,17,1966,0,0,0,0,1,1,mic-1.0
2918,850,4,17,1966,4,17,1966,1,0,0,16,4,1,mic-1.0
2921,2,7,14,1966,7,14,1966,0,0,0,0,1,1,mic-1.0
2921,365,7,14,1966,7,14,1966,1,0,0,7,3,1,mic-1.0
2921,260,7,14,1966,7,14,1966,0,0,0,0,1,1,mic-1.0
2924,651,2,13,1968,2,13,1968,1,0,0,7,3,1,mic-1.0
2924,2,2,13,1968,2,13,1968,0,0,0,0,1,1,mic-1.0
2928,2,6,30,1968,7,2,1968,0,0,0,0,1,1,mic-1.0
2928,365,6,30,1968,7,2,1968,1,0,0,15,4,1,mic-1.0
2929,710,4,9,1965,2,14,1968,0,0,0,17,4,1,mic-1.0
2929,2,4,9,1965,2,14,1968,1,4,28,17,4,1,mic-1.0
2930,2,5,10,1967,5,16,1967,0,0,0,0,1,1,mic-1.0
2930,732,5,10,1967,5,16,1967,0,0,0,0,1,1,mic-1.0
2930,740,5,10,1967,5,16,1967,0,0,0,0,1,1,mic-1.0
2930,365,5,10,1967,5,16,1967,1,0,0,7,3,1,mic-1.0
2931,365,4,28,1967,4,28,1967,0,0,0,0,1,1,mic-1.0
2931,2,4,28,1967,4,28,1967,1,0,0,7,3,1,mic-1.0
2935,713,9,8,1967,9,8,1967,1,1,1,7,3,1,mic-1.0
2935,710,9,8,1967,9,8,1967,0,0,0,16,4,1,mic-1.0
2938,800,2,4,1969,2,4,1969,1,0,0,17,4,1,mic-1.0
2938,811,2,4,1969,2,4,1969,0,0,0,17,4,1,mic-1.0
2944,260,1,28,1971,1,28,1971,1,0,0,7,3,1,mic-1.0
2944,265,1,28,1971,1,28,1971,0,0,0,16,4,1,mic-1.0
2947,710,3,9,1971,3,9,1971,1,0,0,1,2,1,mic-1.0
2947,2,3,9,1971,3,9,1971,0,0,0,0,1,1,mic-1.0
2950,2,3,21,1973,3,21,1973,0,0,0,0,1,1,mic-1.0
2950,620,3,21,1973,3,21,1973,1,0,0,16,4,1,mic-1.0
2959,630,11,24,1976,11,25,1976,1,0,0,7,3,1,mic-1.0
2959,680,11,24,1976,11,25,1976,0,0,0,16,4,1,mic-1.0
2964,740,9,7,1977,9,7,1977,0,0,0,7,3,1,mic-1.0
2964,365,9,7,1977,9,7,1977,1,0,0,7,3,1,mic-1.0
2971,731,8,14,1981,1,8,1982,0,0,0,16,4,1,mic-1.0
2971,2,8,14,1981,1,8,1982,1,0,0,7,3,1,mic-1.0
2972,2,7,17,1981,7,24,1981,0,0,0,7,3,1,mic-1.0
2972,40,7,17,1981,7,24,1981,1,0,0,7,3,1,mic-1.0
2973,365,10,1,1982,10,6,1982,1,0,0,7,3,1,mic-1.0
2973,380,10,1,1982,10,6,1982,0,0,0,16,4,1,mic-1.0
2975,710,3,2,1982,3,3,1982,1,0,0,7,3,1,mic-1.0
2975,816,3,2,1982,3,3,1982,0,0,0,16,4,1,mic-1.0
2977,93,3,9,1982,6,8,1982,0,0,0,16,4,1,mic-1.0
2977,2,3,9,1982,6,8,1982,1,0,0,7,3,1,mic-1.0
2981,40,4,19,1983,4,19,1983,0,0,0,0,1,1,mic-1.0
2981,2,4,19,1983,4,19,1983,1,0,0,7,3,1,mic-1.0
2984,200,9,9,1953,9,9,1953,0,7,7,0,1,1,mic-1.0
2984,710,9,9,1953,9,9,1953,1,0,0,16,4,1,mic-1.0
2988,200,5,24,1953,11,8,1953,0,0,0,7,3,1,mic-1.0
2988,713,5,24,1953,11,8,1953,1,0,0,16,4,1,mic-1.0
2989,200,9,25,1952,9,25,1952,1,0,0,17,4,1,mic-1.0
2989,710,9,25,1952,9,25,1952,0,0,0,17,4,1,mic-1.0
2995,740,3,10,1934,3,30,1934,1,0,0,15,4,1,mic-1.0
2995,365,3,10,1934,3,30,1934,0,0,0,0,1,1,mic-1.0
2996,651,6,7,1959,8,3,1959,0,0,0,0,1,1,mic-1.0
2996,640,6,7,1959,8,3,1959,1,0,0,12,3,1,mic-1.0
2997,645,9,27,1959,9,27,1959,0,0,0,0,1,1,mic-1.0
2997,651,9,27,1959,9,27,1959,1,0,0,7,3,1,mic-1.0
2998,651,3,10,1959,3,15,1959,0,0,0,0,1,1,mic-1.0
2998,645,3,10,1959,3,15,1959,1,0,0,16,4,1,mic-1.0
2999,651,12,14,1959,12,14,1959,1,0,0,17,4,1,mic-1.0
2999,663,12,14,1959,12,14,1959,0,0,0,17,4,1,mic-1.0
3000,625,2,27,1979,8,26,1979,0,0,0,0,1,1,mic-1.0
3000,530,2,27,1979,8,26,1979,1,0,0,14,4,1,mic-1.0
3001,651,2,-9,1979,5,15,1979,1,0,0,8,3,1,mic-1.0
3001,620,2,-9,1979,5,15,1979,0,0,0,7,3,1,mic-1.0
3003,800,12,13,1978,1,24,1979,1,2,2,17,4,1,mic-1.0
3003,812,12,13,1978,1,24,1979,0,0,0,17,4,1,mic-1.0
3004,552,10,16,1978,8,8,1979,1,0,0,17,4,1,mic-1.0
3004,571,10,16,1978,8,8,1979,0,0,0,17,4,1,mic-1.0
3007,365,2,19,1979,2,20,1979,0,0,0,8,3,0,mic-1.0
3007,710,2,-9,1978,3,15,1979,1,4572,12829,22,5,1,mic-1.0
3007,816,2,-9,1978,3,15,1979,0,3080,11552,22,5,1,mic-1.0
3009,155,3,16,1978,3,16,1978,0,0,0,0,1,1,mic-1.0
3009,145,3,16,1978,3,16,1978,1,0,0,7,3,1,mic-1.0
3010,651,2,15,1978,2,17,1978,0,0,0,15,4,1,mic-1.0
3010,501,2,15,1978,2,17,1978,1,0,0,15,4,1,mic-1.0
3011,490,3,20,1978,3,20,1978,1,0,0,17,4,1,mic-1.0
3011,540,3,20,1978,3,20,1978,0,0,0,17,4,1,mic-1.0
3013,94,10,13,1977,10,14,1977,1,0,0,7,3,1,mic-1.0
3013,93,10,13,1977,10,14,1977,0,0,0,16,4,1,mic-1.0
3014,616,5,20,1977,5,27,1977,0,0,0,0,1,1,mic-1.0
3014,620,5,20,1977,5,27,1977,1,0,0,7,3,1,mic-1.0
3015,552,2,27,1978,2,27,1978,1,0,0,17,4,1,mic-1.0
3015,571,2,27,1978,2,27,1978,0,15,15,17,4,1,mic-1.0
3016,620,1,27,1980,1,27,1980,0,0,0,0,1,1,mic-1.0
3016,220,1,27,1980,1,27,1980,1,0,0,7,3,1,mic-1.0
3017,630,1,3,1980,3,1,1980,0,0,0,11,3,1,mic-1.0
3017,365,1,3,1980,3,1,1980,1,0,0,11,3,1,mic-1.0
3018,155,8,-9,1977,8,-9,1977,0,0,0,11,3,1,mic-1.0
3018,135,8,-9,1977,8,-9,1977,1,0,0,7,3,1,mic-1.0
3020,630,11,4,1979,1,21,1981,1,0,0,15,4,1,mic-1.0
3020,2,11,4,1979,1,21,1981,0,0,0,16,4,1,mic-1.0
3021,620,7,27,1979,8,9,1979,0,0,0,0,1,1,mic-1.0
3021,2,7,27,1979,8,9,1979,1,0,0,7,3,1,mic-1.0
3022,840,11,10,1979,11,11,1979,1,0,0,7,3,1,mic-1.0
3022,820,11,10,1979,11,11,1979,0,0,0,7,3,1,mic-1.0
3024,615,6,10,1979,10,7,1979,1,20,60,17,4,1,mic-1.0
3024,600,6,10,1979,10,7,1979,0,40,75,17,4,1,mic-1.0
3025,700,2,-9,1979,8,-9,1979,0,0,0,17,4,1,mic-1.0
3025,630,2,-9,1979,8,-9,1979,1,0,0,17,4,1,mic-1.0
3026,812,3,2,1979,3,16,1979,0,0,0,0,1,1,mic-1.0
3026,710,3,2,1979,3,16,1979,1,0,0,15,4,1,mic-1.0
3027,775,3,12,1984,3,21,1984,1,9,9,17,4,1,mic-1.0
3027,800,3,12,1984,3,21,1984,0,2,2,17,4,1,mic-1.0
3031,560,8,25,1984,10,25,1984,1,0,0,7,3,1,mic-1.0
3031,571,8,25,1984,10,25,1984,0,0,0,16,4,1,mic-1.0
3037,750,11,-9,1984,1,29,1985,0,0,0,15,4,1,mic-1.0
3037,780,11,-9,1984,1,29,1985,1,0,0,16,4,1,mic-1.0
3041,620,8,21,1984,8,21,1984,0,0,0,0,1,1,mic-1.0
3041,220,8,21,1984,8,21,1984,1,0,0,15,4,1,mic-1.0
3044,615,6,15,1984,6,15,1984,0,0,0,17,4,1,mic-1.0
3044,600,6,15,1984,6,15,1984,1,2,2,17,4,1,mic-1.0
3046,450,2,16,1984,2,18,1985,0,0,0,0,1,1,mic-1.0
3046,645,2,16,1984,2,18,1985,1,0,0,16,4,1,mic-1.0
3046,200,10,8,1984,10,8,1984,0,2,2,0,1,0,mic-1.0
3048,630,5,16,1984,6,5,1984,0,0,0,17,4,1,mic-1.0
3048,670,5,16,1984,6,5,1984,1,0,0,17,4,1,mic-1.0
3050,910,3,27,1984,10,29,1984,0,0,0,7,3,1,mic-1.0
3050,850,3,27,1984,10,29,1984,1,0,0,16,4,1,mic-1.0
3051,625,3,3,1984,4,9,1984,1,0,0,4,2,1,mic-1.0
3051,2,3,19,1984,4,9,1984,1,0,0,7,3,0,mic-1.0
3051,651,3,8,1984,4,9,1984,1,0,0,8,3,0,mic-1.0
3051,620,3,3,1984,4,9,1984,0,0,0,16,4,1,mic-1.0
3051,530,3,3,1984,4,9,1984,0,0,0,0,1,1,mic-1.0
3054,670,12,28,1983,1,16,1984,1,1,25,17,4,1,mic-1.0
3054,680,12,28,1983,1,16,1984,0,1,25,17,4,1,mic-1.0
3055,771,12,9,1983,6,10,1984,0,2,16,17,4,1,mic-1.0
3055,750,12,9,1983,6,10,1984,1,12,12,17,4,1,mic-1.0
3056,530,11,20,1983,11,20,1983,1,0,0,7,3,1,mic-1.0
3056,625,11,20,1983,11,20,1983,0,0,0,8,3,1,mic-1.0
3058,56,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,53,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,54,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,51,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,57,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,58,10,25,1983,11,1,1983,1,0,0,17,4,0,mic-1.0
3058,2,10,21,1983,12,-9,1983,1,18,18,17,4,1,mic-1.0
3058,40,10,25,1983,11,1,1983,0,4,25,0,1,0,mic-1.0
3058,55,10,21,1983,12,-9,1983,0,40,50,17,4,1,mic-1.0
3059,700,10,9,1983,10,10,1983,0,0,0,0,1,1,mic-1.0
3059,630,10,9,1983,10,10,1983,1,0,0,7,3,1,mic-1.0
3060,490,6,-9,1984,6,12,1984,1,0,0,17,4,1,mic-1.0
3060,551,6,-9,1984,6,12,1984,0,0,0,17,4,1,mic-1.0
3062,652,8,29,1983,4,1,1984,0,7,7,17,4,1,mic-1.0
3062,2,8,29,1983,4,1,1984,1,12,12,17,4,1,mic-1.0
3064,200,8,3,1983,8,7,1983,1,0,0,7,3,1,mic-1.0
3064,160,8,3,1983,8,7,1983,0,0,0,7,3,1,mic-1.0
3066,475,4,18,1983,7,11,1983,0,40,90,17,4,1,mic-1.0
3066,483,4,18,1983,7,11,1983,1,42,92,17,4,1,mic-1.0
3067,365,4,27,1983,5,3,1983,1,0,0,7,3,1,mic-1.0
3067,385,4,27,1983,5,3,1983,0,0,0,16,4,1,mic-1.0
3070,560,4,13,1983,10,17,1983,0,0,0,16,4,1,mic-1.0
3070,541,4,13,1983,10,17,1983,1,6,6,15,4,1,mic-1.0
3071,630,7,26,1983,5,20,1984,0,0,0,7,3,1,mic-1.0
3071,2,7,26,1983,5,20,1984,1,0,0,7,3,1,mic-1.0
3072,651,2,17,1983,2,20,1983,0,0,0,7,3,0,mic-1.0
3072,2,2,17,1983,8,10,1983,0,0,0,7,3,0,mic-1.0
3072,620,2,16,1983,8,10,1983,1,0,0,7,3,1,mic-1.0
3072,625,2,16,1983,8,10,1983,0,0,0,7,3,1,mic-1.0
3073,570,12,9,1982,3,26,1983,0,0,0,17,4,1,mic-1.0
3073,560,12,9,1982,3,26,1983,1,1,25,17,4,1,mic-1.0
3075,775,1,30,1983,1,31,1983,1,0,0,16,4,1,mic-1.0
3075,800,1,30,1983,1,31,1983,0,0,0,11,3,1,mic-1.0
3076,452,9,-9,1982,10,25,1982,1,0,0,16,4,1,mic-1.0
3076,461,9,-9,1982,10,25,1982,0,0,0,0,1,1,mic-1.0
3082,812,4,26,1982,6,17,1982,1,0,0,16,4,1,mic-1.0
3082,800,4,26,1982,6,17,1982,0,1,25,0,1,1,mic-1.0
3085,110,5,1,1982,9,5,1982,0,0,0,17,4,1,mic-1.0
3085,101,5,1,1982,9,5,1982,1,0,0,17,4,1,mic-1.0
3086,645,4,12,1982,4,13,1982,0,0,0,0,1,1,mic-1.0
3086,652,4,12,1982,4,13,1982,1,0,0,7,3,1,mic-1.0
3088,2,3,4,1982,3,4,1982,0,0,0,0,1,1,mic-1.0
3088,620,3,4,1982,3,4,1982,1,0,0,4,2,1,mic-1.0
3089,325,2,24,1982,2,24,1982,1,0,0,7,3,1,mic-1.0
3089,365,2,24,1982,2,24,1982,0,0,0,7,3,1,mic-1.0
3090,551,2,28,1982,9,17,1982,0,1,1,17,4,1,mic-1.0
3090,490,2,28,1982,9,17,1982,1,3,3,17,4,1,mic-1.0
3092,670,11,9,1981,11,9,1981,0,0,0,7,3,1,mic-1.0
3092,666,11,9,1981,11,9,1981,1,0,0,7,3,1,mic-1.0
3093,365,10,27,1981,11,6,1981,1,0,0,7,3,1,mic-1.0
3093,380,10,27,1981,11,6,1981,0,0,0,15,4,1,mic-1.0
3096,750,9,24,1981,9,24,1981,1,0,0,16,4,1,mic-1.0
3096,771,9,24,1981,9,24,1981,0,4,40,0,1,1,mic-1.0
3097,630,9,17,1981,9,17,1981,1,0,0,16,4,1,mic-1.0
3097,640,9,17,1981,9,17,1981,0,2,2,0,1,1,mic-1.0
3098,620,9,10,1981,10,-9,1981,1,2,2,16,4,1,mic-1.0
3098,625,9,10,1981,10,-9,1981,0,0,0,16,4,1,mic-1.0
3099,2,8,13,1981,8,19,1981,0,0,0,17,4,1,mic-1.0
3099,620,8,13,1981,8,19,1981,1,0,0,17,4,1,mic-1.0
3101,645,6,7,1981,6,7,1981,0,10,10,0,1,1,mic-1.0
3101,666,6,7,1981,6,7,1981,1,0,0,16,4,1,mic-1.0
3101,220,6,7,1981,6,7,1981,0,0,0,0,1,1,mic-1.0
3102,710,5,7,1981,5,18,1981,0,101,201,17,4,1,mic-1.0
3102,816,5,7,1981,5,18,1981,1,202,300,17,4,1,mic-1.0
3104,471,5,15,1981,7,22,1981,1,0,0,16,4,1,mic-1.0
3104,475,5,15,1981,7,22,1981,0,5,5,0,1,1,mic-1.0
3106,663,2,22,1982,2,24,1982,0,0,0,0,1,1,mic-1.0
3106,652,2,22,1982,2,24,1982,1,0,0,16,4,1,mic-1.0
3107,663,11,25,1980,1,9,1981,0,0,0,8,3,1,mic-1.0
3107,652,11,25,1980,1,9,1981,1,0,0,7,3,1,mic-1.0
3108,690,11,12,1980,11,16,1980,0,0,0,17,4,1,mic-1.0
3108,630,11,12,1980,11,16,1980,1,0,0,17,4,1,mic-1.0
3109,771,11,21,1980,11,22,1980,0,0,0,17,4,1,mic-1.0
3109,750,11,21,1980,11,22,1980,1,0,0,17,4,1,mic-1.0
3112,551,8,11,1980,2,7,1981,0,0,0,16,4,1,mic-1.0
3112,490,8,11,1980,2,7,1981,1,2,2,14,4,1,mic-1.0
3113,615,7,10,1980,7,10,1980,0,0,0,0,1,1,mic-1.0
3113,600,7,10,1980,7,10,1980,1,0,0,7,3,1,mic-1.0
3114,800,6,15,1980,6,15,1980,1,1,1,8,3,1,mic-1.0
3114,812,6,15,1980,6,15,1980,0,0,0,16,4,1,mic-1.0
3115,698,5,-9,1980,5,-9,1980,0,0,0,0,1,1,mic-1.0
3115,680,5,-9,1980,5,-9,1980,1,0,0,11,3,1,mic-1.0
3115,365,5,-9,1980,5,-9,1980,1,0,0,7,3,1,mic-1.0
3117,840,5,30,1980,11,2,1980,0,0,0,0,1,1,mic-1.0
3117,820,5,30,1980,11,2,1980,1,0,0,14,4,1,mic-1.0
3118,651,3,21,1980,12,5,1980,0,0,0,11,3,1,mic-1.0
3118,620,3,21,1980,12,5,1980,1,0,0,11,3,1,mic-1.0
3119,435,2,26,1980,7,29,1980,0,0,0,0,1,1,mic-1.0
3119,600,2,26,1980,7,29,1980,1,0,0,16,4,1,mic-1.0
3120,93,2,7,1980,2,7,1980,0,0,0,0,1,1,mic-1.0
3120,100,2,7,1980,2,7,1980,1,0,0,7,3,1,mic-1.0
3126,651,7,12,1977,9,10,1977,0,35,109,17,4,1,mic-1.0
3126,620,7,12,1977,9,10,1977,1,53,225,17,4,1,mic-1.0
3127,560,7,6,1977,11,2,1977,0,0,0,17,4,1,mic-1.0
3127,551,7,6,1977,11,2,1977,1,5,5,17,4,1,mic-1.0
3129,520,6,23,1977,6,27,1977,1,7,7,17,4,1,mic-1.0
3129,501,6,23,1977,6,27,1977,0,6,6,17,4,1,mic-1.0
3130,775,6,22,1977,6,28,1977,0,0,0,15,4,1,mic-1.0
3130,800,6,22,1977,6,28,1977,1,0,0,12,3,1,mic-1.0
3131,510,10,-9,1979,10,-9,1979,0,0,0,0,1,0,mic-1.0
3131,552,5,11,1977,12,21,1979,1,44,158,17,4,1,mic-1.0
3131,551,5,11,1977,12,21,1979,0,75,108,17,4,1,mic-1.0
3132,630,8,5,1907,2,-9,1908,0,1,25,7,3,1,mic-1.0
3132,640,8,5,1907,2,-9,1908,1,1,25,16,4,1,mic-1.0
3132,365,2,-9,1908,2,-9,1908,0,0,0,11,3,0,mic-1.0
3133,630,7,16,1909,9,9,1909,0,0,0,0,1,1,mic-1.0
3133,365,7,16,1909,9,9,1909,1,0,0,7,3,1,mic-1.0
3134,220,11,1,1918,10,20,1921,1,1400,2300,22,5,1,mic-1.0
3134,640,11,1,1918,10,20,1921,0,2401,3420,22,5,1,mic-1.0
3135,235,3,9,1966,4,14,1966,0,0,0,0,1,1,mic-1.0
3135,200,3,9,1966,4,14,1966,1,0,0,7,3,1,mic-1.0
3138,235,4,17,1831,7,14,1831,0,0,0,16,4,1,mic-1.0
3138,220,4,17,1831,7,14,1831,1,3,3,15,4,1,mic-1.0
3139,220,4,5,1911,11,17,1911,1,0,0,14,4,1,mic-1.0
3139,600,4,5,1911,11,17,1911,0,0,0,0,1,1,mic-1.0
3150,651,4,23,1959,4,23,1959,1,1,1,17,4,1,mic-1.0
3150,663,4,23,1959,4,23,1959,0,0,0,17,4,1,mic-1.0
3151,651,3,4,1958,3,4,1958,0,0,0,0,1,1,mic-1.0
3151,663,3,4,1958,3,4,1958,1,0,0,16,4,1,mic-1.0
3152,640,3,5,1958,4,13,1958,1,0,0,17,4,1,mic-1.0
3152,651,3,5,1958,4,13,1958,0,0,0,17,4,1,mic-1.0
3154,652,10,30,1955,12,10,1956,0,0,0,17,4,1,mic-1.0
3154,640,10,30,1955,12,10,1956,1,2,2,17,4,1,mic-1.0
3155,640,3,26,1955,3,31,1955,0,0,0,7,3,1,mic-1.0
3155,652,3,26,1955,3,31,1955,1,0,0,7,3,1,mic-1.0
3156,220,10,7,1934,10,7,1934,1,0,0,17,4,1,mic-1.0
3156,640,10,7,1934,10,7,1934,0,0,0,17,4,1,mic-1.0
3157,640,7,14,1934,7,31,1934,1,0,0,16,4,1,mic-1.0
3157,200,7,14,1934,7,31,1934,0,1,1,0,1,1,mic-1.0
3158,355,8,23,1935,8,31,1935,0,0,0,0,1,1,mic-1.0
3158,640,8,23,1935,8,31,1935,1,0,0,7,3,1,mic-1.0
3161,645,6,-9,1949,8,14,1949,0,0,0,7,3,0,mic-1.0
3161,663,4,26,1949,4,26,1949,0,0,0,0,1,1,mic-1.0
3161,652,4,26,1949,8,14,1949,1,0,0,7,3,1,mic-1.0
3162,651,8,29,1960,9,25,1960,1,0,0,15,4,1,mic-1.0
3162,663,8,29,1960,9,25,1960,0,0,0,11,3,1,mic-1.0
3163,640,8,14,1962,8,14,1962,0,0,0,17,4,1,mic-1.0
3163,365,8,14,1962,8,14,1962,1,0,0,17,4,1,mic-1.0
3165,640,3,30,1962,3,30,1962,0,0,0,17,4,1,mic-1.0
3165,652,3,30,1962,3,30,1962,1,0,0,17,4,1,mic-1.0
3166,652,8,-9,1963,11,8,1963,1,0,0,17,4,1,mic-1.0
3166,660,8,-9,1963,11,8,1963,0,3,3,17,4,1,mic-1.0
3167,660,2,1,1963,2,4,1963,0,0,0,0,1,1,mic-1.0
3167,652,2,1,1963,2,4,1963,1,0,0,12,3,1,mic-1.0
3168,652,5,26,1965,5,26,1965,0,0,0,17,4,1,mic-1.0
3168,640,5,26,1965,5,26,1965,1,2,2,17,4,1,mic-1.0
3170,670,1,15,1967,1,15,1967,0,0,0,16,4,1,mic-1.0
3170,666,1,15,1967,1,15,1967,1,0,0,7,3,1,mic-1.0
3171,652,2,24,1966,12,21,1966,0,0,0,16,4,1,mic-1.0
3171,663,2,24,1966,12,21,1966,1,1,1,8,3,1,mic-1.0
3172,690,4,20,1967,4,26,1967,1,0,0,11,3,1,mic-1.0
3172,645,4,20,1967,4,26,1967,0,0,0,12,3,1,mic-1.0
3173,660,5,1,1969,11,3,1969,0,0,0,17,4,1,mic-1.0
3173,652,5,1,1969,11,3,1969,1,1,1,17,4,1,mic-1.0
3174,666,8,2,1974,8,29,1974,0,0,0,7,3,1,mic-1.0
3174,365,8,2,1974,8,29,1974,1,0,0,7,3,1,mic-1.0
3175,620,8,4,1975,8,26,1975,1,0,0,12,3,1,mic-1.0
3175,651,8,4,1975,8,26,1975,0,0,0,16,4,1,mic-1.0
3176,652,6,6,1976,11,25,1976,0,0,0,7,3,1,mic-1.0
3176,645,6,6,1976,11,25,1976,1,0,0,10,3,1,mic-1.0
3179,200,4,5,1976,4,5,1976,0,0,0,0,1,1,mic-1.0
3179,652,4,5,1976,4,5,1976,1,0,0,16,4,1,mic-1.0
3180,645,12,30,1981,1,3,1982,1,0,0,7,3,1,mic-1.0
3180,666,12,30,1981,1,3,1982,0,0,0,7,3,1,mic-1.0
3181,305,8,24,1922,9,15,1922,0,0,0,0,1,1,mic-1.0
3181,325,8,24,1922,9,15,1922,1,0,0,7,3,1,mic-1.0
3181,345,8,30,1922,9,15,1922,1,0,0,7,3,0,mic-1.0
3181,310,8,-9,1922,9,15,1922,1,0,0,7,3,0,mic-1.0
3181,360,8,24,1922,9,15,1922,0,0,0,7,3,1,mic-1.0
3181,200,8,-9,1922,9,15,1922,1,0,0,7,3,0,mic-1.0
3182,310,1,13,1923,1,17,1923,1,0,0,17,4,1,mic-1.0
3182,360,1,13,1923,1,14,1923,0,0,0,17,4,1,mic-1.0
3182,345,1,17,1923,1,17,1923,0,0,0,10,3,0,mic-1.0
3185,220,12,11,1925,6,5,1926,1,0,0,0,1,0,mic-1.0
3185,640,9,2,1925,6,5,1926,0,0,0,7,3,1,mic-1.0
3185,200,9,2,1925,6,5,1926,1,0,0,7,3,1,mic-1.0
3186,355,2,4,1931,2,4,1931,0,0,0,17,4,1,mic-1.0
3186,350,2,4,1931,2,4,1931,1,1,1,17,4,1,mic-1.0
3187,350,7,27,1928,7,27,1928,1,0,0,16,4,1,mic-1.0
