micnum,ccode,stmon,stday,styear,endmon,endday,endyear,sidea,fatalmin,fatalmax,hiact,hostlev,orig,version
1240,355,9,-9,1923,9,15,1923,0,0,0,0,1,1,mic-1.0
1240,345,9,-9,1923,9,15,1923,1,0,0,7,3,1,mic-1.0
1241,355,10,16,1925,10,29,1925,0,20,40,17,4,1,mic-1.0
1241,350,10,16,1925,10,29,1925,1,12,22,17,4,1,mic-1.0
1243,368,3,10,1938,3,20,1938,0,0,0,17,4,1,mic-1.0
1243,290,3,10,1938,3,20,1938,1,1,1,17,4,1,mic-1.0
1244,290,9,21,1938,11,28,1938,1,2,2,17,4,1,mic-1.0
1244,315,9,21,1938,11,28,1938,0,0,0,17,4,1,mic-1.0
1249,350,8,-9,1909,8,-9,1909,0,0,0,0,1,1,mic-1.0
1249,640,8,-9,1909,8,-9,1909,1,0,0,7,3,1,mic-1.0
1250,355,9,3,1912,5,30,1913,1,12860,17665,22,5,1,mic-1.0
1250,350,9,30,1912,5,30,1913,1,2787,3612,22,5,0,mic-1.0
1250,640,9,3,1912,5,30,1913,0,28963,36923,22,5,1,mic-1.0
1250,345,9,30,1912,5,30,1913,1,7700,9250,22,5,0,mic-1.0
1251,640,7,12,1913,9,29,1913,1,650,1750,22,5,0,mic-1.0
1251,345,4,18,1913,8,10,1913,1,7403,9460,22,5,1,mic-1.0
1251,355,4,18,1913,9,29,1913,0,16306,22920,22,5,1,mic-1.0
1251,350,4,28,1913,8,10,1913,1,4403,6385,22,5,0,mic-1.0
1251,360,7,5,1913,8,10,1913,1,200,400,16,4,0,mic-1.0
1262,339,9,15,1918,3,14,1919,0,0,0,0,1,1,mic-1.0
1262,345,9,15,1918,3,14,1919,1,0,0,14,4,1,mic-1.0
1262,325,9,15,1918,3,14,1919,1,0,0,14,4,1,mic-1.0
1262,220,9,15,1918,3,14,1919,1,0,0,14,4,1,mic-1.0
1263,360,11,-9,1918,11,-9,1918,1,0,0,14,4,1,mic-1.0
1263,345,11,-9,1918,11,-9,1918,0,0,0,0,1,1,mic-1.0
1265,220,3,20,1919,8,18,1919,1,0,0,17,4,1,mic-1.0
1265,325,3,20,1919,8,18,1919,1,0,0,14,4,1,mic-1.0
1265,200,3,20,1919,8,4,1919,1,0,0,1,2,1,mic-1.0
1265,310,3,20,1919,8,18,1919,0,4600,6100,22,5,1,mic-1.0
1265,360,3,20,1919,8,18,1919,1,2800,3600,22,5,1,mic-1.0
1265,315,4,-9,1919,8,18,1919,1,1800,2500,22,5,0,mic-1.0
1268,315,1,23,1919,2,3,1919,1,20,60,16,4,1,mic-1.0
1268,290,1,23,1919,2,3,1919,0,60,100,0,1,1,mic-1.0
1270,350,5,4,1919,10,14,1922,1,22602,28272,22,5,1,mic-1.0
1270,640,5,4,1919,10,14,1922,0,13645,16575,22,5,1,mic-1.0
1272,367,10,15,1920,11,5,1920,1,0,0,10,3,0,mic-1.0
1272,290,4,26,1919,11,30,1920,1,220,350,22,5,1,mic-1.0
1272,368,4,26,1919,11,30,1920,0,390,540,22,5,1,mic-1.0
1273,290,3,15,1921,10,20,1921,0,30,75,16,4,1,mic-1.0
1273,255,3,15,1921,10,20,1921,1,30,75,16,4,1,mic-1.0
1274,355,10,5,1908,4,19,1909,0,0,0,10,3,1,mic-1.0
1274,640,10,5,1908,4,19,1909,1,0,0,10,3,1,mic-1.0
1279,350,12,25,1963,8,10,1964,1,0,0,16,4,1,mic-1.0
1279,640,12,25,1963,8,10,1964,0,1,25,16,4,1,mic-1.0
1280,350,11,17,1967,12,1,1967,0,0,0,11,3,1,mic-1.0
1280,352,11,17,1967,12,1,1967,0,0,0,8,3,1,mic-1.0
1280,640,11,17,1967,12,1,1967,1,0,0,11,3,1,mic-1.0
1284,350,7,28,1948,8,13,1948,1,3,27,12,3,1,mic-1.0
1284,339,7,28,1948,8,13,1948,0,0,0,16,4,1,mic-1.0
1285,350,8,6,1949,8,10,1949,1,1,25,17,4,1,mic-1.0
1285,339,8,6,1949,8,10,1949,0,1,25,17,4,1,mic-1.0
1286,2,7,12,1950,7,12,1950,0,0,0,7,3,0,mic-1.0
1286,365,8,9,1949,10,1,1949,1,0,0,15,4,1,mic-1.0
1286,355,10,31,1949,12,14,1951,1,0,0,0,1,0,mic-1.0
1286,310,9,-9,1949,10,31,1949,1,0,0,16,4,0,mic-1.0
1286,360,10,-9,1949,12,27,1950,1,1,1,16,4,0,mic-1.0
1286,345,8,9,1949,12,14,1951,0,0,0,17,4,1,mic-1.0
1286,310,4,6,1951,4,6,1951,1,0,0,16,4,0,mic-1.0
1286,355,5,15,1950,3,-9,1951,1,1,1,17,4,0,mic-1.0
1286,365,6,13,1950,9,28,1951,1,0,0,15,4,0,mic-1.0
1286,360,9,-9,1951,9,-9,1951,1,0,0,7,3,0,mic-1.0
1289,640,6,3,1976,9,1,1976,0,0,0,0,1,1,mic-1.0
1289,350,6,3,1976,9,1,1976,1,0,0,10,3,1,mic-1.0
1292,640,3,28,1974,6,5,1974,1,0,0,11,3,1,mic-1.0
1292,350,3,28,1974,6,5,1974,0,0,0,11,3,1,mic-1.0
1293,350,7,15,1974,8,16,1974,0,196,465,22,5,1,mic-1.0
1293,352,7,20,1974,8,16,1974,0,154,380,22,5,0,mic-1.0
1293,640,7,15,1974,8,16,1974,1,370,715,22,5,1,mic-1.0
1295,355,7,27,1952,8,13,1952,1,0,0,17,4,1,mic-1.0
1295,350,7,27,1952,8,13,1952,0,1,1,17,4,1,mic-1.0
1300,770,5,7,1955,5,7,1955,0,0,0,17,4,1,mic-1.0
1300,750,5,7,1955,5,7,1955,1,6,6,17,4,1,mic-1.0
1301,750,2,16,1956,3,19,1956,1,1,1,17,4,1,mic-1.0
1301,770,2,16,1956,3,19,1956,0,10,10,17,4,1,mic-1.0
1302,770,3,11,1958,6,22,1959,0,2,2,17,4,1,mic-1.0
1302,750,3,11,1958,6,22,1959,1,4,4,17,4,1,mic-1.0
1303,700,9,14,1960,10,7,1960,1,0,0,17,4,1,mic-1.0
1303,770,9,14,1960,10,7,1960,0,0,0,17,4,1,mic-1.0
1304,700,5,19,1961,6,11,1961,1,2,2,17,4,1,mic-1.0
1304,770,5,19,1961,6,11,1961,0,0,0,17,4,1,mic-1.0
1305,770,5,4,1955,9,9,1955,0,0,0,1,2,1,mic-1.0
1305,700,5,4,1955,9,9,1955,1,0,0,10,3,1,mic-1.0
1306,700,6,17,1950,10,5,1950,1,30,104,17,4,1,mic-1.0
1306,770,6,17,1950,10,5,1950,0,27,101,17,4,1,mic-1.0
1307,770,3,27,1949,3,27,1949,0,0,0,16,4,1,mic-1.0
1307,700,3,27,1949,3,27,1949,1,0,0,11,3,1,mic-1.0
1308,750,2,23,1950,6,11,1950,1,1,25,17,4,1,mic-1.0
1308,770,2,23,1950,6,11,1950,0,1,25,17,4,1,mic-1.0
1310,750,9,17,1962,10,17,1962,0,0,0,17,4,1,mic-1.0
1310,770,9,17,1962,10,17,1962,1,2,2,17,4,1,mic-1.0
1312,750,2,21,1964,1,10,1966,1,1046,1709,22,5,1,mic-1.0
1312,770,2,21,1964,1,10,1966,0,1585,2521,22,5,1,mic-1.0
1317,750,7,-9,1963,8,-9,1963,0,0,0,0,1,1,mic-1.0
1317,770,7,-9,1963,8,-9,1963,1,0,0,14,4,1,mic-1.0
1319,490,2,5,1965,3,17,1965,0,0,0,16,4,1,mic-1.0
1319,500,2,5,1965,3,17,1965,1,1,1,16,4,1,mic-1.0
1321,490,7,5,1960,9,2,1960,0,36,110,17,4,1,mic-1.0
1321,211,7,5,1960,9,2,1960,1,26,100,17,4,1,mic-1.0
1322,625,9,12,1966,9,17,1966,1,0,0,8,3,1,mic-1.0
1322,483,9,12,1966,9,17,1966,0,0,0,16,4,1,mic-1.0
1323,483,1,1,1969,2,3,1969,0,0,0,0,1,1,mic-1.0
1323,482,1,1,1969,2,3,1969,1,0,0,13,4,1,mic-1.0
1324,552,10,17,1966,10,17,1966,0,0,0,0,1,1,mic-1.0
1324,580,10,17,1966,10,17,1966,1,0,0,1,2,1,mic-1.0
1324,520,10,17,1966,10,17,1966,1,0,0,1,2,1,mic-1.0
1324,490,10,17,1966,10,17,1966,1,0,0,1,2,1,mic-1.0
1325,484,11,23,1969,6,16,1970,0,0,0,8,3,1,mic-1.0
1325,490,11,23,1969,6,16,1970,1,0,0,7,3,1,mic-1.0
1328,484,1,-9,1965,1,-9,1965,0,0,0,0,1,1,mic-1.0
1328,490,1,-9,1965,1,-9,1965,1,0,0,7,3,1,mic-1.0
1331,435,10,28,1975,11,9,1975,0,0,0,0,1,1,mic-1.0
1331,615,10,31,1975,11,9,1975,1,0,0,7,3,0,mic-1.0
1331,600,10,28,1975,11,9,1975,0,0,0,0,1,1,mic-1.0
1331,230,10,28,1975,11,9,1975,1,0,0,8,3,1,mic-1.0
1333,571,8,6,1976,3,3,1978,0,15,15,17,4,1,mic-1.0
1333,552,8,6,1976,3,3,1978,1,1,1,17,4,1,mic-1.0
1334,571,10,11,1975,10,19,1975,0,0,0,0,1,1,mic-1.0
1334,552,10,11,1975,10,19,1975,1,0,0,16,4,1,mic-1.0
1337,483,9,9,1976,3,8,1977,0,0,0,0,1,1,mic-1.0
1337,620,9,9,1976,3,8,1977,1,0,0,14,4,1,mic-1.0
1339,481,11,16,1976,11,16,1976,0,3,10,0,1,1,mic-1.0
1339,471,11,16,1976,11,16,1976,1,0,0,16,4,1,mic-1.0
1340,481,8,23,1972,11,13,1972,1,0,0,15,4,1,mic-1.0
1340,411,8,23,1972,11,13,1972,0,0,0,16,4,1,mic-1.0
1342,235,5,4,1973,5,4,1973,1,0,0,17,4,1,mic-1.0
1342,553,5,4,1973,5,4,1973,0,0,0,17,4,1,mic-1.0
1343,750,10,9,1967,10,9,1967,1,2,2,17,4,1,mic-1.0
1343,770,10,9,1967,10,9,1967,0,0,0,17,4,1,mic-1.0
1345,740,7,25,1954,1,21,1955,0,0,0,0,1,1,mic-1.0
1345,732,7,25,1954,1,21,1955,1,0,0,14,4,1,mic-1.0
1350,812,12,-9,1958,1,7,1960,1,0,0,16,4,1,mic-1.0
1350,816,12,-9,1958,1,7,1960,0,0,0,16,4,1,mic-1.0
1351,438,3,17,1966,4,25,1966,0,1,1,17,4,1,mic-1.0
1351,437,3,17,1966,4,25,1966,1,0,0,17,4,1,mic-1.0
1352,438,2,19,1967,8,25,1967,1,0,0,15,4,1,mic-1.0
1352,437,2,19,1967,8,25,1967,0,0,0,15,4,1,mic-1.0
1353,2,5,-9,1964,2,20,1973,0,247,490,22,5,0,mic-1.0
1353,800,2,13,1962,5,-9,1962,0,0,0,11,3,0,mic-1.0
1353,816,1,-9,1962,2,20,1973,1,3124,6890,22,5,1,mic-1.0
1353,812,1,-9,1962,2,6,1973,0,4728,9086,22,5,1,mic-1.0
1353,920,5,20,1962,11,20,1962,0,0,0,7,3,0,mic-1.0
1353,200,5,20,1962,11,20,1962,0,0,0,7,3,0,mic-1.0
1353,900,5,20,1962,11,20,1962,0,0,0,7,3,0,mic-1.0
1353,365,2,24,1962,8,24,1962,1,0,0,7,3,0,mic-1.0
1353,710,1,6,1962,5,6,1962,1,0,0,17,4,0,mic-1.0
1353,817,2,24,1962,8,24,1962,0,0,0,0,1,0,mic-1.0
1353,800,3,10,1968,3,11,1968,0,25,40,22,5,0,mic-1.0
1353,817,2,8,1971,2,-9,1971,0,101,250,22,5,0,mic-1.0
1353,2,5,3,1962,5,19,1962,0,0,0,8,3,0,mic-1.0
1353,2,12,26,1962,12,31,1962,0,0,0,17,4,0,mic-1.0
1353,800,12,15,1971,1,15,1972,0,10,50,22,5,0,mic-1.0
1360,811,3,7,1969,4,-9,1970,0,78,250,17,4,1,mic-1.0
1360,816,3,7,1969,4,-9,1970,1,151,300,17,4,1,mic-1.0
1361,516,1,22,1964,1,26,1964,0,0,0,0,1,1,mic-1.0
1361,517,1,22,1964,1,26,1964,1,0,0,16,4,1,mic-1.0
1362,510,3,15,1973,7,21,1973,0,0,0,0,1,1,mic-1.0
1362,516,3,15,1973,7,21,1973,1,0,0,16,4,1,mic-1.0
1363,812,12,16,1960,5,3,1961,0,26,100,17,4,1,mic-1.0
1363,816,12,31,1960,5,3,1961,1,26,100,17,4,0,mic-1.0
1363,800,4,20,1961,5,3,1961,0,0,0,1,2,0,mic-1.0
1363,710,3,16,1961,4,20,1961,1,0,0,1,2,0,mic-1.0
1363,2,1,3,1961,4,2,1961,0,0,0,8,3,0,mic-1.0
1363,365,12,16,1960,4,20,1961,1,0,0,7,3,1,mic-1.0
1364,510,4,14,1972,4,14,1972,0,1,1,17,4,1,mic-1.0
1364,235,4,14,1972,4,14,1972,1,1,1,17,4,1,mic-1.0
1366,500,5,16,1965,5,26,1965,0,0,0,0,1,1,mic-1.0
1366,501,5,16,1965,5,26,1965,1,0,0,15,4,1,mic-1.0
1367,501,2,13,1973,2,13,1973,0,0,0,0,1,1,mic-1.0
1367,500,2,13,1973,2,13,1973,1,0,0,16,4,1,mic-1.0
1368,501,2,26,1976,9,22,1976,1,0,0,13,4,1,mic-1.0
1368,500,2,26,1976,9,22,1976,0,0,0,16,4,1,mic-1.0
1374,713,1,-9,1950,11,7,1953,1,365,960,17,4,1,mic-1.0
1374,775,1,-9,1950,11,7,1953,0,25,195,17,4,1,mic-1.0
1376,812,7,7,1975,12,30,1975,1,0,0,17,4,1,mic-1.0
1376,800,7,7,1975,12,30,1975,0,1,1,17,4,1,mic-1.0
1377,666,7,4,1976,7,4,1976,1,1,1,17,4,1,mic-1.0
1377,500,7,4,1976,7,4,1976,0,20,20,17,4,1,mic-1.0
1378,530,2,-9,1967,10,28,1967,0,0,0,7,3,1,mic-1.0
1378,520,2,-9,1967,10,28,1967,1,2,50,17,4,1,mic-1.0
1378,501,3,-9,1967,10,28,1967,0,2,50,17,4,0,mic-1.0
1379,2,6,1,1962,4,27,1965,0,11,11,17,4,1,mic-1.0
1379,731,6,1,1962,9,19,1971,1,138,213,17,4,1,mic-1.0
1379,732,9,5,1962,9,19,1971,0,136,160,17,4,0,mic-1.0
1379,2,11,2,1966,11,2,1966,0,7,7,17,4,0,mic-1.0
1379,2,6,28,1967,6,28,1967,0,1,1,17,4,0,mic-1.0
1379,2,11,18,1965,2,27,1966,0,1,1,17,4,0,mic-1.0
1379,2,1,23,1968,10,12,1970,0,31,31,17,4,0,mic-1.0
1380,510,1,27,1971,11,23,1971,0,5,29,17,4,1,mic-1.0
1380,500,1,27,1971,11,23,1971,1,25,30,17,4,1,mic-1.0
1381,620,9,22,1972,11,28,1972,0,0,0,7,3,0,mic-1.0
1381,500,9,17,1972,5,28,1973,0,9,9,17,4,1,mic-1.0
1381,510,9,17,1972,5,28,1973,1,2,50,17,4,1,mic-1.0
1382,625,11,25,1974,11,25,1974,0,0,0,0,1,0,mic-1.0
1382,551,7,-9,1974,7,-9,1974,0,0,0,7,3,0,mic-1.0
1382,500,7,13,1974,9,7,1975,1,0,0,8,3,1,mic-1.0
1382,510,7,13,1974,9,7,1975,0,0,0,15,4,1,mic-1.0
1385,433,11,25,1969,1,-9,1971,0,1,25,16,4,1,mic-1.0
1385,235,11,25,1969,1,-9,1971,1,10,10,16,4,1,mic-1.0
1386,438,1,20,1973,1,20,1973,1,0,0,7,3,1,mic-1.0
1386,235,1,20,1973,1,20,1973,0,0,0,12,3,1,mic-1.0
1387,433,12,16,1961,12,21,1961,0,0,0,0,1,1,mic-1.0
1387,235,12,16,1961,12,21,1961,1,0,0,12,3,1,mic-1.0
1390,551,12,16,1972,5,19,1973,0,0,0,16,4,1,mic-1.0
1390,235,12,16,1972,12,19,1972,1,0,0,15,4,1,mic-1.0
1390,552,1,9,1973,5,19,1973,1,0,0,13,4,0,mic-1.0
1390,560,1,-9,1973,5,14,1973,1,0,0,16,4,0,mic-1.0
1391,551,3,8,1971,4,12,1971,0,0,0,0,1,1,mic-1.0
1391,235,3,8,1971,4,12,1971,1,0,0,15,4,1,mic-1.0
1392,551,5,18,1966,12,25,1966,0,0,0,11,3,1,mic-1.0
1392,235,5,18,1966,12,25,1966,1,0,0,16,4,1,mic-1.0
1396,551,11,20,1974,11,20,1974,1,0,0,17,4,1,mic-1.0
1396,552,11,20,1974,11,20,1974,0,0,0,17,4,1,mic-1.0
1399,551,3,25,1969,3,25,1969,1,0,0,11,3,1,mic-1.0
1399,552,3,25,1969,3,25,1969,0,0,0,0,1,1,mic-1.0
1400,551,4,6,1968,7,27,1968,0,0,0,0,1,1,mic-1.0
1400,560,4,6,1968,7,27,1968,1,0,0,1,2,1,mic-1.0
1404,500,12,13,1971,12,16,1971,1,0,0,8,3,1,mic-1.0
1404,625,12,13,1971,12,16,1971,0,0,0,14,4,1,mic-1.0
1406,411,2,-9,1969,4,4,1969,0,0,0,0,1,1,mic-1.0
1406,230,2,-9,1969,4,4,1969,1,0,0,14,4,1,mic-1.0
1407,436,12,27,1963,3,-9,1964,0,0,0,0,1,1,mic-1.0
1407,434,12,27,1963,3,-9,1964,1,0,0,13,4,1,mic-1.0
1408,438,10,-9,1966,11,5,1966,1,0,0,15,4,1,mic-1.0
1408,452,10,-9,1966,11,5,1966,0,0,0,15,4,1,mic-1.0
1410,435,7,23,1962,7,23,1962,0,0,0,17,4,1,mic-1.0
1410,432,7,23,1962,7,23,1962,1,0,0,17,4,1,mic-1.0
1411,439,11,25,1974,6,18,1975,0,1,25,17,4,1,mic-1.0
1411,432,11,25,1974,6,18,1975,1,1,25,17,4,1,mic-1.0
1418,461,1,-9,1963,1,-9,1963,0,0,0,0,1,1,mic-1.0
1418,452,1,-9,1963,1,-9,1963,1,0,0,7,3,1,mic-1.0
1419,452,1,16,1965,5,29,1965,1,0,0,16,4,1,mic-1.0
1419,461,1,16,1965,5,29,1965,0,1,1,15,4,1,mic-1.0
1422,625,6,4,1967,7,4,1967,0,0,0,17,4,1,mic-1.0
1422,530,6,4,1967,7,4,1967,1,0,0,17,4,1,mic-1.0
1423,520,8,10,1960,8,29,1961,0,0,0,0,1,1,mic-1.0
1423,530,8,10,1960,8,29,1961,1,0,0,16,4,1,mic-1.0
1425,530,11,16,1963,4,19,1964,0,26,120,17,4,1,mic-1.0
1425,520,11,16,1963,4,19,1964,1,57,142,17,4,1,mic-1.0
1426,501,12,26,1963,3,29,1964,1,0,0,17,4,1,mic-1.0
1426,520,12,26,1963,3,29,1964,0,0,0,17,4,1,mic-1.0
1426,200,12,29,1963,1,-9,1964,1,0,0,7,3,0,mic-1.0
1427,530,5,26,1974,5,28,1974,0,0,0,15,4,1,mic-1.0
1427,520,5,26,1974,5,28,1974,1,0,0,12,3,1,mic-1.0
1428,530,12,14,1975,12,20,1975,0,9,9,17,4,1,mic-1.0
1428,520,12,14,1975,12,20,1975,1,0,0,17,4,1,mic-1.0
1430,541,10,9,1975,11,27,1977,1,12,39,17,4,1,mic-1.0
1430,552,10,9,1975,11,27,1977,0,4,50,17,4,1,mic-1.0
1430,551,6,14,1976,8,31,1977,1,3,3,17,4,0,mic-1.0
1435,816,5,8,1977,1,7,1979,1,977,5450,22,5,1,mic-1.0
1435,811,5,8,1977,1,7,1979,0,3382,6825,22,5,1,mic-1.0
1441,551,1,28,1976,9,-9,1976,0,0,0,7,3,0,mic-1.0
1441,540,1,11,1976,1,8,1984,1,467,1214,22,5,0,mic-1.0
1441,40,10,14,1975,8,30,1988,1,229,1632,22,5,1,mic-1.0
1441,560,10,14,1975,8,30,1988,0,165,1478,22,5,1,mic-1.0
1441,490,11,8,1975,11,13,1975,0,21,210,22,5,0,mic-1.0
1441,541,11,13,1975,11,13,1975,1,0,0,7,3,0,mic-1.0
1441,490,3,20,1978,3,24,1978,0,1,25,17,4,0,mic-1.0
1441,490,3,8,1977,6,-9,1977,0,1,25,17,4,0,mic-1.0
1441,540,5,-9,1985,8,30,1988,1,26,110,17,4,0,mic-1.0
1447,770,3,25,1971,12,17,1971,0,5536,7621,22,5,1,mic-1.0
1447,750,3,25,1971,12,17,1971,1,2935,3758,22,5,1,mic-1.0
1450,850,9,7,1975,7,17,1976,1,0,0,16,4,1,mic-1.0
1450,235,9,7,1975,7,17,1976,0,0,0,0,1,1,mic-1.0
1452,840,6,-9,1956,10,2,1956,0,0,0,0,1,1,mic-1.0
1452,817,6,-9,1956,8,27,1956,0,0,0,7,3,1,mic-1.0
1452,713,6,-9,1956,10,2,1956,1,0,0,15,4,1,mic-1.0
1463,790,3,22,1965,3,24,1965,0,0,0,15,4,1,mic-1.0
1463,750,3,22,1965,3,24,1965,1,0,0,12,3,1,mic-1.0
1466,790,3,28,1962,10,5,1962,1,0,0,16,4,1,mic-1.0
1466,750,3,28,1962,10,5,1962,0,0,0,15,4,1,mic-1.0
1466,710,10,5,1962,10,5,1962,1,0,0,1,2,0,mic-1.0
1469,750,4,19,1976,4,20,1976,0,0,0,17,4,1,mic-1.0
1469,771,4,19,1976,4,20,1976,1,0,0,17,4,1,mic-1.0
1472,2,2,26,1975,9,1,1975,0,0,0,17,4,0,mic-1.0
1472,731,2,15,1975,9,1,1975,1,1,1,17,4,1,mic-1.0
1472,732,2,15,1975,7,14,1975,0,4,4,17,4,1,mic-1.0
1477,255,3,2,1918,4,25,1918,1,0,0,14,4,1,mic-1.0
1477,380,3,2,1918,4,25,1918,0,0,0,0,1,1,mic-1.0
1480,365,7,30,1970,7,30,1970,0,1,5,22,5,0,mic-1.0
1480,666,6,29,1967,8,7,1970,1,300,858,22,5,1,mic-1.0
1480,651,6,29,1967,8,7,1970,0,849,1465,22,5,1,mic-1.0
1480,663,3,21,1968,3,21,1968,0,35,90,22,5,0,mic-1.0
1480,652,7,19,1969,7,19,1969,0,1,1,22,5,0,mic-1.0
1480,365,4,-9,1969,9,9,1969,0,1,5,22,5,0,mic-1.0
1482,155,11,12,1864,5,9,1866,0,1,6,17,4,0,mic-1.0
1482,230,4,14,1864,5,9,1866,1,50,57,17,4,1,mic-1.0
1482,135,12,5,1865,5,9,1866,0,101,206,16,4,0,mic-1.0
1482,155,5,4,1864,5,10,1864,0,0,0,1,2,0,mic-1.0
1482,135,4,14,1864,2,7,1865,0,0,0,10,3,1,mic-1.0
1486,740,12,4,1884,4,18,1885,0,3,3,17,4,1,mic-1.0
1486,710,12,4,1884,4,18,1885,1,0,0,17,4,1,mic-1.0
1488,740,10,-9,1885,10,-9,1885,0,0,0,0,1,1,mic-1.0
1488,710,10,-9,1885,10,-9,1885,1,0,0,7,3,1,mic-1.0
1488,200,10,-9,1885,10,-9,1885,1,0,0,7,3,1,mic-1.0
1488,2,10,-9,1885,10,-9,1885,1,0,0,7,3,1,mic-1.0
1489,710,3,30,1874,10,31,1874,0,0,0,7,3,1,mic-1.0
1489,740,3,30,1874,10,31,1874,1,0,0,16,4,1,mic-1.0
1490,730,6,5,1894,7,23,1894,0,0,0,0,1,1,mic-1.0
1490,710,6,5,1894,4,17,1895,0,9751,11260,22,5,1,mic-1.0
1490,740,6,5,1894,4,17,1895,1,825,1305,22,5,1,mic-1.0
1493,210,6,-9,1849,6,-9,1849,0,0,0,7,3,1,mic-1.0
1493,101,6,-9,1849,6,-9,1849,1,0,0,15,4,1,mic-1.0
1494,210,12,12,1854,6,12,1855,0,0,0,0,1,1,mic-1.0
1494,101,12,12,1854,6,12,1855,1,0,0,14,4,1,mic-1.0
1495,101,3,20,1856,3,20,1856,0,0,0,0,1,1,mic-1.0
1495,210,3,20,1856,3,20,1856,1,0,0,7,3,1,mic-1.0
1497,210,5,4,1870,6,-9,1870,0,0,0,7,3,1,mic-1.0
1497,101,5,4,1870,6,-9,1870,1,0,0,15,4,1,mic-1.0
1498,230,11,7,1846,2,6,1847,0,0,0,0,1,1,mic-1.0
1498,135,11,7,1846,2,6,1847,1,0,0,8,3,1,mic-1.0
1498,155,12,7,1846,2,6,1847,1,0,0,8,3,0,mic-1.0
1500,145,8,20,1857,2,20,1858,0,0,0,0,1,1,mic-1.0
1500,155,8,20,1857,2,20,1858,1,0,0,14,4,1,mic-1.0
1502,145,1,25,1863,12,-9,1863,0,0,0,4,2,1,mic-1.0
1502,155,1,25,1863,12,-9,1863,1,0,0,7,3,1,mic-1.0
1503,155,8,-9,1872,8,-9,1872,0,0,0,0,1,1,mic-1.0
1503,135,8,-9,1872,8,-9,1872,1,0,0,7,3,1,mic-1.0
1506,135,4,13,1852,3,16,1853,0,0,0,0,1,1,mic-1.0
1506,100,4,13,1852,3,16,1853,1,0,0,10,3,1,mic-1.0
1506,155,4,13,1852,3,16,1853,0,0,0,7,3,1,mic-1.0
1507,160,9,21,1843,3,21,1844,0,0,0,0,1,1,mic-1.0
1507,155,9,21,1843,3,21,1844,1,0,0,14,4,1,mic-1.0
1508,160,4,7,1873,11,25,1873,0,0,0,7,3,1,mic-1.0
1508,155,4,7,1873,11,25,1873,1,0,0,7,3,1,mic-1.0
1510,160,10,15,1878,12,6,1878,0,0,0,7,3,1,mic-1.0
1510,155,10,15,1878,12,6,1878,1,0,0,15,4,1,mic-1.0
1511,155,5,-9,1879,11,-9,1879,0,0,0,0,1,1,mic-1.0
1511,160,5,-9,1879,11,-9,1879,1,0,0,14,4,1,mic-1.0
1512,155,12,-9,1891,12,-9,1891,0,0,0,0,1,1,mic-1.0
1512,2,12,-9,1891,12,-9,1891,1,0,0,1,2,1,mic-1.0
1513,160,1,-9,1898,9,22,1898,0,0,0,7,3,1,mic-1.0
1513,155,1,-9,1898,9,22,1898,1,0,0,11,3,1,mic-1.0
1515,135,3,-9,1884,3,-9,1884,0,0,0,0,1,1,mic-1.0
1515,155,3,-9,1884,3,-9,1884,1,0,0,3,2,1,mic-1.0
1517,155,1,22,1883,1,22,1883,0,0,0,0,1,1,mic-1.0
1517,200,1,22,1883,1,22,1883,1,0,0,1,2,1,mic-1.0
1517,325,1,22,1883,1,22,1883,1,0,0,1,2,1,mic-1.0
1517,220,1,22,1883,1,22,1883,1,0,0,1,2,1,mic-1.0
1518,135,5,21,1879,10,20,1883,0,7476,9690,22,5,0,mic-1.0
1518,155,11,8,1878,10,20,1883,1,2801,4121,22,5,1,mic-1.0
1518,145,1,16,1881,9,6,1881,0,0,0,0,1,0,mic-1.0
1518,145,11,8,1878,12,31,1879,0,620,920,22,5,1,mic-1.0
1519,100,8,15,1863,12,30,1863,0,70,260,22,5,1,mic-1.0
1519,130,8,15,1863,12,30,1863,1,110,300,22,5,1,mic-1.0
1520,100,6,19,1862,7,31,1862,1,26,100,17,4,1,mic-1.0
1520,130,6,19,1862,7,31,1862,0,26,100,17,4,1,mic-1.0
1521,100,11,-9,1857,11,-9,1857,0,0,0,0,1,1,mic-1.0
1521,130,11,-9,1857,11,-9,1857,1,0,0,16,4,1,mic-1.0
1522,100,6,-9,1856,10,11,1856,0,0,0,0,1,1,mic-1.0
1522,2,6,-9,1856,10,11,1856,1,0,0,1,2,1,mic-1.0
1526,140,3,24,1874,3,24,1874,1,0,0,7,3,1,mic-1.0
1526,160,3,24,1874,3,24,1874,0,0,0,0,1,1,mic-1.0
1527,140,3,22,1872,11,19,1872,1,0,0,1,2,1,mic-1.0
1527,160,3,22,1872,11,19,1872,0,0,0,10,3,1,mic-1.0
1528,140,5,4,1851,2,3,1852,1,255,429,22,5,1,mic-1.0
1528,160,5,4,1851,2,3,1852,0,802,1033,22,5,1,mic-1.0
1529,41,2,21,1891,4,22,1891,0,0,0,0,1,1,mic-1.0
1529,2,2,21,1891,4,22,1891,1,0,0,7,3,1,mic-1.0
1530,2,10,16,1888,12,20,1888,0,0,0,7,3,1,mic-1.0
1530,41,10,16,1888,12,20,1888,1,0,0,15,4,1,mic-1.0
1531,41,2,27,1882,2,27,1882,0,0,0,0,1,1,mic-1.0
1531,2,2,27,1882,2,27,1882,1,0,0,1,2,1,mic-1.0
